name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"a[28,18]",0.498032,0.00149052,0.377638,-0.146826,0.513801,1.09061,64191.3,294.473,1.00001
"a[28,19]",0.598796,0.00163456,0.379029,-0.0475068,0.614314,1.19016,53770,246.666,1.00003
"a[28,20]",1.08767,0.00149529,0.388625,0.464219,1.08019,1.73017,67548,309.872,1.00001
"a[29,1]",1.49382,0.00154321,0.41632,0.810312,1.49373,2.17464,72778.3,333.865,1
"a[29,2]",-0.330137,0.00230278,0.502923,-1.19852,-0.30006,0.445388,47697.9,218.811,1.00006
"a[29,3]",0.37685,0.00158277,0.380747,-0.270389,0.394106,0.970404,57868.2,265.466,1.00001
"a[29,4]",1.22518,0.00205488,0.453619,0.467791,1.23444,1.95604,48731.3,223.551,1.00002
"a[29,5]",0.519827,0.00173916,0.424074,-0.220718,0.546503,1.16854,59457.5,272.757,1.00003
"a[29,6]",0.813653,0.00149745,0.391375,0.150865,0.828218,1.43126,68309.3,313.364,1.00003
"a[29,7]",1.54733,0.00213606,0.452167,0.8333,1.5313,2.31884,44809.7,205.561,0.999997
"a[29,8]",1.19476,0.00176548,0.424998,0.508035,1.19077,1.90003,57949.4,265.839,0.99999
"a[29,9]",1.46918,0.00156657,0.422708,0.770252,1.47363,2.15502,72808.5,334.004,1.00001
"a[29,10]",1.17528,0.00156718,0.408417,0.490726,1.18539,1.83033,67915.9,311.559,1.00004
"a[29,11]",0.44641,0.00173312,0.400527,-0.241789,0.465209,1.06874,53407.9,245.005,1.00005
"a[29,12]",0.255087,0.00165621,0.38686,-0.418464,0.281637,0.840629,54560.4,250.292,1
