name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"rhoRew[10]",6.50055,0.00588189,1.57631,4.63686,6.19791,9.34688,71821,26.6126,1
"rhoPun[1]",3.69156,0.00299149,0.945993,2.45967,3.54082,5.41753,100000,37.0541,1.00006
"rhoPun[2]",3.06492,0.00197999,0.626128,2.17207,2.99676,4.18973,100000,37.0541,1.00002
"rhoPun[3]",2.45839,0.00160358,0.507096,1.70997,2.4155,3.34298,100000,37.0541,1
"rhoPun[4]",2.58504,0.00181456,0.573815,1.73985,2.53758,3.59063,100000,37.0541,0.999994
"rhoPun[5]",1.97214,0.00152819,0.483255,1.22772,1.94274,2.81492,100000,37.0541,1.00002
"rhoPun[6]",3.34592,0.00232071,0.733873,2.36002,3.24191,4.68214,100000,37.0541,1.00001
"rhoPun[7]",2.25494,0.00148377,0.469208,1.55682,2.21726,3.07371,100000,37.0541,0.999993
"rhoPun[8]",3.83064,0.0029524,0.933631,2.57738,3.69444,5.55086,100000,37.0541,0.999992
"rhoPun[9]",2.37404,0.0016421,0.519279,1.59747,2.33542,3.27165,100000,37.0541,1
"rhoPun[10]",3.74725,0.00284209,0.898748,2.54071,3.61466,5.3931,100000,37.0541,1.00005
# Inference for Stan model: gng_m4_model
# 1 chains: each with iter=(100000); warmup=(1000); thin=(1); 101000 iterations saved.
#
# Warmup took (31) seconds, 31 seconds total
# Sampling took (2699) seconds, 45 seconds total
#
# Samples were drawn using hmc with nuts.
# For each parameter, N_Eff is a crude measure of effective sample size,
# and R_hat is the potential scale reduction factor on split chains (at 
# convergence, R_hat=1).
