program,0,1,-1,2
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_235/hearts.stan,79.0,68.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_241/hearts.stan,153.0,92.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_600/hearts.stan,147.0,81.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_18/hearts.stan,144.0,75.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_307/hearts.stan,161.0,107.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_560/hearts.stan,164.0,113.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_41/hearts.stan,144.0,74.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_89/hearts.stan,147.0,81.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_471/hearts.stan,94.0,63.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_359/hearts.stan,156.0,89.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_159/hearts.stan,137.0,73.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_486/hearts.stan,110.0,82.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_511/hearts.stan,144.0,75.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_500/hearts.stan,96.0,63.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_245/hearts.stan,144.0,75.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_176/hearts.stan,148.0,80.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_338/hearts.stan,150.0,90.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_198/hearts.stan,152.0,92.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-210330237818/progs20190621-210330237818_prob_rand_95/hearts.stan,145.0,83.0,1.0,0.0
