program,0,1,2,3,-1
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_411/arma11.stan,1028.0,1066.0,29.0,974.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_189/arma11.stan,1027.0,1062.0,28.0,971.0,6.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_275/arma11.stan,1028.0,1060.0,28.0,971.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_328/arma11.stan,1030.0,1058.0,25.0,971.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_487/arma11.stan,528.0,579.0,38.0,506.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_254/arma11.stan,1028.0,1060.0,24.0,971.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_127/arma11.stan,1031.0,1070.0,35.0,977.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_519/arma11.stan,1024.0,1070.0,26.0,978.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_409/arma11.stan,528.0,567.0,27.0,502.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_427/arma11.stan,528.0,579.0,33.0,498.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_517/arma11.stan,1028.0,1059.0,26.0,970.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_406/arma11.stan,1029.0,1075.0,34.0,978.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_265/arma11.stan,1028.0,1079.0,35.0,979.0,3.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_431/arma11.stan,1028.0,1065.0,29.0,974.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_375/arma11.stan,1028.0,1060.0,27.0,971.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_520/arma11.stan,1028.0,1079.0,38.0,979.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_540/arma11.stan,1028.0,1066.0,28.0,974.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_472/arma11.stan,1029.0,1065.0,28.0,974.0,3.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_283/arma11.stan,1028.0,1079.0,33.0,979.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_558/arma11.stan,277.0,312.0,27.0,259.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_133/arma11.stan,1026.0,1064.0,28.0,974.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_194/arma11.stan,90.0,127.0,27.0,79.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_98/arma11.stan,527.0,560.0,26.0,492.0,3.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_426/arma11.stan,1028.0,1079.0,38.0,979.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_455/arma11.stan,1031.0,1073.0,32.0,978.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_102/arma11.stan,1029.0,1075.0,32.0,977.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_126/arma11.stan,1028.0,1073.0,33.0,976.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_402/arma11.stan,1028.0,1066.0,28.0,974.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_434/arma11.stan,1024.0,1069.0,26.0,974.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_543/arma11.stan,1029.0,1069.0,32.0,974.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_378/arma11.stan,1034.0,1075.0,37.0,973.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_151/arma11.stan,1024.0,1071.0,27.0,974.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_390/arma11.stan,1029.0,1075.0,32.0,977.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_450/arma11.stan,1033.0,1085.0,43.0,977.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_152/arma11.stan,1029.0,1082.0,37.0,979.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_174/arma11.stan,278.0,316.0,28.0,266.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_330/arma11.stan,1025.0,1080.0,36.0,977.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_535/arma11.stan,1028.0,1079.0,38.0,979.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_367/arma11.stan,1028.0,1067.0,27.0,975.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_177/arma11.stan,1029.0,1060.0,28.0,975.0,3.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_107/arma11.stan,528.0,566.0,28.0,197.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_215/arma11.stan,1028.0,1078.0,37.0,978.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_169/arma11.stan,1024.0,1071.0,27.0,974.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_534/arma11.stan,153.0,190.0,27.0,142.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_114/arma11.stan,1028.0,1079.0,33.0,979.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_34/arma11.stan,1025.0,1061.0,30.0,974.0,6.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_578/arma11.stan,1028.0,1067.0,27.0,977.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_260/arma11.stan,528.0,579.0,33.0,506.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_58/arma11.stan,61.0,94.0,27.0,50.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_16/arma11.stan,1029.0,1068.0,30.0,973.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_349/arma11.stan,1030.0,1083.0,39.0,980.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_318/arma11.stan,1033.0,1072.0,33.0,377.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_417/arma11.stan,1028.0,1079.0,38.0,979.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_470/arma11.stan,1028.0,1066.0,28.0,976.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_122/arma11.stan,154.0,199.0,34.0,146.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_360/arma11.stan,1030.0,1084.0,40.0,981.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_29/arma11.stan,1033.0,1084.0,43.0,978.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_576/arma11.stan,1028.0,1079.0,38.0,979.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_146/arma11.stan,1027.0,1072.0,31.0,977.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_589/arma11.stan,1028.0,1060.0,27.0,971.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_50/arma11.stan,1028.0,1079.0,34.0,979.0,5.0
programs/timeseries_mutants_7/progs20190621-213255446133/progs20190621-213255446133_prob_rand_493/arma11.stan,1030.0,1061.0,31.0,974.0,5.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_425/gp-fit-multi-output.stan,129.0,214.0,474.0,546.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_114/gp-fit-multi-output.stan,127.0,200.0,455.0,540.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_160/gp-fit-multi-output.stan,129.0,220.0,473.0,548.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_294/gp-fit-multi-output.stan,128.0,228.0,477.0,552.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_108/gp-fit-multi-output.stan,38.0,117.0,103.0,76.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_36/gp-fit-multi-output.stan,127.0,206.0,459.0,543.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_505/gp-fit-multi-output.stan,131.0,200.0,466.0,543.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_38/gp-fit-multi-output.stan,127.0,201.0,458.0,539.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_282/gp-fit-multi-output.stan,127.0,219.0,469.0,548.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_374/gp-fit-multi-output.stan,127.0,205.0,458.0,541.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_556/gp-fit-multi-output.stan,127.0,221.0,467.0,548.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_242/gp-fit-multi-output.stan,128.0,215.0,467.0,547.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_386/gp-fit-multi-output.stan,127.0,206.0,464.0,543.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_170/gp-fit-multi-output.stan,127.0,200.0,455.0,492.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_21/gp-fit-multi-output.stan,127.0,206.0,459.0,543.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_132/gp-fit-multi-output.stan,49.0,133.0,154.0,157.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_600/gp-fit-multi-output.stan,130.0,216.0,471.0,547.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_129/gp-fit-multi-output.stan,123.0,211.0,458.0,546.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_373/gp-fit-multi-output.stan,129.0,207.0,463.0,543.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_223/gp-fit-multi-output.stan,127.0,219.0,464.0,548.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_558/gp-fit-multi-output.stan,129.0,206.0,462.0,542.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_178/gp-fit-multi-output.stan,128.0,215.0,468.0,546.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_44/gp-fit-multi-output.stan,125.0,209.0,458.0,546.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_106/gp-fit-multi-output.stan,127.0,205.0,458.0,542.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_441/gp-fit-multi-output.stan,127.0,206.0,459.0,543.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_375/gp-fit-multi-output.stan,127.0,206.0,459.0,543.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_18/gp-fit-multi-output.stan,125.0,205.0,458.0,542.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_437/gp-fit-multi-output.stan,127.0,205.0,458.0,541.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_205/gp-fit-multi-output.stan,127.0,206.0,459.0,542.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_292/gp-fit-multi-output.stan,127.0,200.0,458.0,538.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_196/gp-fit-multi-output.stan,131.0,225.0,476.0,549.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_37/gp-fit-multi-output.stan,38.0,116.0,102.0,85.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_7/gp-fit-multi-output.stan,125.0,221.0,467.0,550.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_78/gp-fit-multi-output.stan,127.0,213.0,465.0,545.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_480/gp-fit-multi-output.stan,128.0,205.0,465.0,543.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_536/gp-fit-multi-output.stan,129.0,207.0,464.0,543.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_300/gp-fit-multi-output.stan,127.0,206.0,459.0,543.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_592/gp-fit-multi-output.stan,125.0,209.0,458.0,546.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_230/gp-fit-multi-output.stan,125.0,209.0,458.0,546.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_466/gp-fit-multi-output.stan,128.0,216.0,465.0,546.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_461/gp-fit-multi-output.stan,77.0,154.0,261.0,263.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_197/gp-fit-multi-output.stan,125.0,222.0,463.0,551.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_591/gp-fit-multi-output.stan,127.0,199.0,457.0,539.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_324/gp-fit-multi-output.stan,38.0,117.0,103.0,86.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_486/gp-fit-multi-output.stan,76.0,144.0,254.0,256.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_216/gp-fit-multi-output.stan,127.0,219.0,469.0,548.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_40/gp-fit-multi-output.stan,72.0,157.0,261.0,310.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_468/gp-fit-multi-output.stan,127.0,219.0,469.0,548.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_234/gp-fit-multi-output.stan,125.0,223.0,470.0,551.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_551/gp-fit-multi-output.stan,127.0,218.0,468.0,547.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_113/gp-fit-multi-output.stan,128.0,216.0,464.0,547.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_149/gp-fit-multi-output.stan,127.0,219.0,464.0,548.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_543/gp-fit-multi-output.stan,127.0,200.0,455.0,539.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_1/gp-fit-multi-output.stan,127.0,225.0,471.0,548.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_152/gp-fit-multi-output.stan,125.0,209.0,458.0,546.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_215/gp-fit-multi-output.stan,127.0,205.0,458.0,542.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_307/gp-fit-multi-output.stan,128.0,228.0,468.0,551.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_71/gp-fit-multi-output.stan,127.0,223.0,467.0,551.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_451/gp-fit-multi-output.stan,127.0,206.0,459.0,543.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_424/gp-fit-multi-output.stan,127.0,200.0,455.0,540.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_364/gp-fit-multi-output.stan,76.0,181.0,275.0,273.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_269/gp-fit-multi-output.stan,127.0,202.0,460.0,540.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_520/gp-fit-multi-output.stan,128.0,241.0,486.0,558.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_209/gp-fit-multi-output.stan,127.0,219.0,469.0,548.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_457/gp-fit-multi-output.stan,127.0,219.0,464.0,548.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_544/gp-fit-multi-output.stan,127.0,207.0,461.0,543.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_24/gp-fit-multi-output.stan,129.0,216.0,463.0,546.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_577/gp-fit-multi-output.stan,127.0,199.0,457.0,539.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_546/gp-fit-multi-output.stan,128.0,205.0,465.0,543.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_249/gp-fit-multi-output.stan,128.0,215.0,467.0,547.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_598/gp-fit-multi-output.stan,78.0,156.0,260.0,263.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_519/gp-fit-multi-output.stan,127.0,206.0,459.0,543.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_151/gp-fit-multi-output.stan,127.0,199.0,457.0,539.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_256/gp-fit-multi-output.stan,127.0,217.0,464.0,547.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_98/gp-fit-multi-output.stan,127.0,205.0,458.0,542.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_68/gp-fit-multi-output.stan,125.0,203.0,454.0,543.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_535/gp-fit-multi-output.stan,127.0,206.0,459.0,543.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_244/gp-fit-multi-output.stan,127.0,205.0,458.0,542.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_25/gp-fit-multi-output.stan,129.0,211.0,464.0,545.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_39/gp-fit-multi-output.stan,127.0,219.0,469.0,548.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_383/gp-fit-multi-output.stan,125.0,222.0,468.0,551.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_322/gp-fit-multi-output.stan,29.0,108.0,67.0,48.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_367/gp-fit-multi-output.stan,128.0,219.0,471.0,549.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_447/gp-fit-multi-output.stan,127.0,206.0,459.0,543.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_310/gp-fit-multi-output.stan,127.0,206.0,459.0,508.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_43/gp-fit-multi-output.stan,77.0,156.0,259.0,310.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_340/gp-fit-multi-output.stan,129.0,199.0,462.0,543.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_584/gp-fit-multi-output.stan,25.0,108.0,59.0,33.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_317/gp-fit-multi-output.stan,127.0,206.0,459.0,518.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_562/gp-fit-multi-output.stan,127.0,215.0,470.0,545.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_306/gp-fit-multi-output.stan,127.0,205.0,458.0,542.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_46/gp-fit-multi-output.stan,127.0,204.0,459.0,542.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_434/gp-fit-multi-output.stan,78.0,168.0,275.0,315.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_415/gp-fit-multi-output.stan,51.0,123.0,153.0,172.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_463/gp-fit-multi-output.stan,127.0,232.0,478.0,554.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_337/gp-fit-multi-output.stan,127.0,205.0,458.0,535.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_194/gp-fit-multi-output.stan,125.0,209.0,458.0,532.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_549/gp-fit-multi-output.stan,76.0,168.0,258.0,269.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_264/gp-fit-multi-output.stan,127.0,207.0,458.0,544.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_289/gp-fit-multi-output.stan,127.0,205.0,458.0,542.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_571/gp-fit-multi-output.stan,135.0,222.0,472.0,544.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_255/gp-fit-multi-output.stan,128.0,205.0,465.0,543.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_496/gp-fit-multi-output.stan,127.0,199.0,454.0,539.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_470/gp-fit-multi-output.stan,127.0,195.0,458.0,536.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_348/gp-fit-multi-output.stan,128.0,228.0,477.0,552.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_19/gp-fit-multi-output.stan,129.0,207.0,463.0,544.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_218/gp-fit-multi-output.stan,127.0,200.0,455.0,496.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_484/gp-fit-multi-output.stan,127.0,218.0,468.0,547.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_541/gp-fit-multi-output.stan,74.0,157.0,253.0,265.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_554/gp-fit-multi-output.stan,129.0,199.0,462.0,513.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_344/gp-fit-multi-output.stan,77.0,155.0,259.0,309.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_134/gp-fit-multi-output.stan,125.0,208.0,457.0,545.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_564/gp-fit-multi-output.stan,130.0,216.0,472.0,546.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_74/gp-fit-multi-output.stan,127.0,204.0,457.0,541.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_288/gp-fit-multi-output.stan,129.0,224.0,476.0,550.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_203/gp-fit-multi-output.stan,127.0,193.0,453.0,536.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_117/gp-fit-multi-output.stan,127.0,206.0,459.0,543.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_130/gp-fit-multi-output.stan,39.0,112.0,103.0,89.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_401/gp-fit-multi-output.stan,125.0,209.0,458.0,510.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_198/gp-fit-multi-output.stan,51.0,130.0,155.0,176.0,1.0
programs/timeseries_mutants_7/progs20190621-221740353044/progs20190621-221740353044_prob_rand_260/gp-fit-multi-output.stan,127.0,219.0,468.0,499.0,1.0
