program,0,1,2,-1
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_555/stochastic-volatility.stan,49.0,582.0,133.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_589/stochastic-volatility.stan,55.0,1095.0,272.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_18/stochastic-volatility.stan,43.0,360.0,70.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_353/stochastic-volatility.stan,53.0,607.0,145.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_170/stochastic-volatility.stan,49.0,144.0,25.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_66/stochastic-volatility.stan,49.0,209.0,37.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_513/stochastic-volatility.stan,36.0,208.0,37.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_473/stochastic-volatility.stan,53.0,1102.0,273.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_592/stochastic-volatility.stan,49.0,91.0,7.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_247/stochastic-volatility.stan,44.0,1077.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_407/stochastic-volatility.stan,49.0,585.0,143.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_420/stochastic-volatility.stan,45.0,1077.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_231/stochastic-volatility.stan,53.0,1102.0,280.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_573/stochastic-volatility.stan,57.0,379.0,72.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_241/stochastic-volatility.stan,46.0,1082.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_468/stochastic-volatility.stan,44.0,1074.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_463/stochastic-volatility.stan,55.0,1095.0,67.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_505/stochastic-volatility.stan,47.0,1070.0,270.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_368/stochastic-volatility.stan,53.0,1108.0,273.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_575/stochastic-volatility.stan,52.0,1092.0,273.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_215/stochastic-volatility.stan,49.0,209.0,34.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_59/stochastic-volatility.stan,49.0,1085.0,278.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_248/stochastic-volatility.stan,55.0,1094.0,272.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_274/stochastic-volatility.stan,55.0,1126.0,274.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_150/stochastic-volatility.stan,49.0,1082.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_569/stochastic-volatility.stan,49.0,144.0,23.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_126/stochastic-volatility.stan,51.0,1101.0,273.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_554/stochastic-volatility.stan,49.0,99.0,9.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_496/stochastic-volatility.stan,55.0,1089.0,272.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_84/stochastic-volatility.stan,48.0,1086.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_131/stochastic-volatility.stan,49.0,1085.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_488/stochastic-volatility.stan,53.0,1081.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_221/stochastic-volatility.stan,45.0,1081.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_145/stochastic-volatility.stan,55.0,1095.0,272.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_137/stochastic-volatility.stan,54.0,338.0,69.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_40/stochastic-volatility.stan,47.0,1070.0,270.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_576/stochastic-volatility.stan,47.0,1073.0,270.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_135/stochastic-volatility.stan,47.0,1076.0,277.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_188/stochastic-volatility.stan,49.0,1085.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_581/stochastic-volatility.stan,47.0,1076.0,277.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_356/stochastic-volatility.stan,45.0,1108.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_530/stochastic-volatility.stan,49.0,1085.0,5.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_125/stochastic-volatility.stan,48.0,208.0,37.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_437/stochastic-volatility.stan,39.0,1082.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_421/stochastic-volatility.stan,53.0,1102.0,273.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_475/stochastic-volatility.stan,47.0,1076.0,270.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_257/stochastic-volatility.stan,49.0,1103.0,273.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_195/stochastic-volatility.stan,46.0,1080.0,278.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_366/stochastic-volatility.stan,46.0,1079.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_280/stochastic-volatility.stan,55.0,1100.0,272.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_13/stochastic-volatility.stan,44.0,1079.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_175/stochastic-volatility.stan,32.0,1070.0,269.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_122/stochastic-volatility.stan,49.0,1082.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_502/stochastic-volatility.stan,49.0,579.0,133.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_429/stochastic-volatility.stan,53.0,1104.0,273.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_136/stochastic-volatility.stan,51.0,1104.0,273.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_8/stochastic-volatility.stan,49.0,1106.0,272.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_443/stochastic-volatility.stan,49.0,1085.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_210/stochastic-volatility.stan,49.0,1082.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_146/stochastic-volatility.stan,53.0,348.0,70.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_269/stochastic-volatility.stan,53.0,1108.0,273.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_41/stochastic-volatility.stan,54.0,1088.0,272.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_466/stochastic-volatility.stan,55.0,1118.0,274.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_387/stochastic-volatility.stan,49.0,1085.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_58/stochastic-volatility.stan,49.0,1085.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_498/stochastic-volatility.stan,52.0,1096.0,272.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_539/stochastic-volatility.stan,49.0,1079.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_90/stochastic-volatility.stan,45.0,1075.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_395/stochastic-volatility.stan,43.0,1076.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_363/stochastic-volatility.stan,55.0,1096.0,272.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_314/stochastic-volatility.stan,40.0,1086.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_470/stochastic-volatility.stan,61.0,1115.0,280.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_481/stochastic-volatility.stan,50.0,1081.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_398/stochastic-volatility.stan,46.0,1079.0,5.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_70/stochastic-volatility.stan,47.0,1073.0,270.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_216/stochastic-volatility.stan,47.0,1076.0,270.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_565/stochastic-volatility.stan,46.0,1079.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_275/stochastic-volatility.stan,34.0,1059.0,268.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_501/stochastic-volatility.stan,51.0,1099.0,272.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_271/stochastic-volatility.stan,49.0,1085.0,11.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_69/stochastic-volatility.stan,48.0,584.0,133.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_595/stochastic-volatility.stan,49.0,1104.0,273.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_164/stochastic-volatility.stan,49.0,1075.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_110/stochastic-volatility.stan,53.0,231.0,47.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_75/stochastic-volatility.stan,42.0,1079.0,270.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_562/stochastic-volatility.stan,33.0,1065.0,269.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_14/stochastic-volatility.stan,45.0,1087.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_485/stochastic-volatility.stan,49.0,335.0,68.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_229/stochastic-volatility.stan,49.0,1086.0,278.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_68/stochastic-volatility.stan,46.0,578.0,133.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_89/stochastic-volatility.stan,53.0,352.0,77.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_91/stochastic-volatility.stan,56.0,1116.0,274.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_571/stochastic-volatility.stan,43.0,1069.0,270.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_143/stochastic-volatility.stan,46.0,1064.0,270.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_359/stochastic-volatility.stan,43.0,1076.0,270.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_184/stochastic-volatility.stan,24.0,1059.0,269.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_7/stochastic-volatility.stan,49.0,146.0,25.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_319/stochastic-volatility.stan,47.0,1076.0,270.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_297/stochastic-volatility.stan,39.0,1080.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_21/stochastic-volatility.stan,50.0,1090.0,272.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_337/stochastic-volatility.stan,54.0,1088.0,272.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_204/stochastic-volatility.stan,59.0,1122.0,274.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_486/stochastic-volatility.stan,45.0,1082.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_245/stochastic-volatility.stan,49.0,1080.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_264/stochastic-volatility.stan,45.0,1082.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_346/stochastic-volatility.stan,54.0,1088.0,272.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_179/stochastic-volatility.stan,52.0,1103.0,273.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_236/stochastic-volatility.stan,53.0,1107.0,273.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_558/stochastic-volatility.stan,37.0,330.0,68.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_235/stochastic-volatility.stan,49.0,1086.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_220/stochastic-volatility.stan,49.0,1086.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_422/stochastic-volatility.stan,53.0,1087.0,277.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_268/stochastic-volatility.stan,33.0,1065.0,269.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_452/stochastic-volatility.stan,46.0,1084.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_255/stochastic-volatility.stan,49.0,1085.0,254.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_292/stochastic-volatility.stan,55.0,350.0,69.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_417/stochastic-volatility.stan,34.0,1068.0,269.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_585/stochastic-volatility.stan,42.0,1075.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_127/stochastic-volatility.stan,49.0,1081.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_97/stochastic-volatility.stan,49.0,585.0,143.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_60/stochastic-volatility.stan,49.0,1086.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_438/stochastic-volatility.stan,55.0,595.0,134.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_408/stochastic-volatility.stan,55.0,1094.0,272.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_278/stochastic-volatility.stan,44.0,1073.0,270.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_249/stochastic-volatility.stan,41.0,1087.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_118/stochastic-volatility.stan,47.0,1080.0,277.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_599/stochastic-volatility.stan,41.0,1081.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_30/stochastic-volatility.stan,55.0,1100.0,272.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_230/stochastic-volatility.stan,49.0,1085.0,14.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_428/stochastic-volatility.stan,49.0,1085.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_194/stochastic-volatility.stan,46.0,329.0,75.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_577/stochastic-volatility.stan,52.0,350.0,70.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_345/stochastic-volatility.stan,48.0,1078.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_582/stochastic-volatility.stan,53.0,1107.0,273.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_218/stochastic-volatility.stan,53.0,1102.0,273.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_196/stochastic-volatility.stan,46.0,1079.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_384/stochastic-volatility.stan,49.0,1085.0,278.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_382/stochastic-volatility.stan,57.0,1129.0,275.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_517/stochastic-volatility.stan,49.0,1087.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_192/stochastic-volatility.stan,49.0,1088.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_394/stochastic-volatility.stan,55.0,1100.0,272.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_425/stochastic-volatility.stan,53.0,1110.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_27/stochastic-volatility.stan,51.0,1083.0,105.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_308/stochastic-volatility.stan,43.0,1086.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_495/stochastic-volatility.stan,59.0,1112.0,281.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_197/stochastic-volatility.stan,50.0,1098.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_477/stochastic-volatility.stan,49.0,1082.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_392/stochastic-volatility.stan,47.0,1079.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_147/stochastic-volatility.stan,51.0,226.0,38.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_545/stochastic-volatility.stan,59.0,1117.0,274.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_288/stochastic-volatility.stan,48.0,1084.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_237/stochastic-volatility.stan,45.0,1078.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_321/stochastic-volatility.stan,53.0,355.0,77.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_37/stochastic-volatility.stan,48.0,586.0,5.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_380/stochastic-volatility.stan,59.0,1117.0,274.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_386/stochastic-volatility.stan,50.0,1084.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_480/stochastic-volatility.stan,48.0,1086.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_50/stochastic-volatility.stan,57.0,1099.0,272.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_2/stochastic-volatility.stan,49.0,211.0,36.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_381/stochastic-volatility.stan,62.0,1109.0,9.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_94/stochastic-volatility.stan,49.0,579.0,143.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_453/stochastic-volatility.stan,52.0,1087.0,272.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_155/stochastic-volatility.stan,59.0,1117.0,274.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_200/stochastic-volatility.stan,58.0,1111.0,273.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_365/stochastic-volatility.stan,46.0,332.0,75.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_80/stochastic-volatility.stan,49.0,99.0,10.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_493/stochastic-volatility.stan,48.0,333.0,75.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_472/stochastic-volatility.stan,54.0,163.0,27.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_451/stochastic-volatility.stan,39.0,1090.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_536/stochastic-volatility.stan,53.0,1091.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_492/stochastic-volatility.stan,45.0,1075.0,271.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_26/stochastic-volatility.stan,49.0,1085.0,7.0,1.0
