program,0,1,2,-1
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_274/stochastic-volatility.stan,45.0,1118.0,292.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_150/stochastic-volatility.stan,38.0,1082.0,282.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_569/stochastic-volatility.stan,38.0,143.0,35.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_126/stochastic-volatility.stan,40.0,1097.0,288.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_554/stochastic-volatility.stan,38.0,98.0,21.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_496/stochastic-volatility.stan,43.0,1089.0,284.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_84/stochastic-volatility.stan,38.0,1084.0,283.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_131/stochastic-volatility.stan,38.0,1084.0,283.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_488/stochastic-volatility.stan,42.0,1080.0,283.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_221/stochastic-volatility.stan,34.0,1079.0,284.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_145/stochastic-volatility.stan,43.0,1093.0,286.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_137/stochastic-volatility.stan,42.0,336.0,83.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_40/stochastic-volatility.stan,37.0,1072.0,278.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_576/stochastic-volatility.stan,37.0,1073.0,280.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_135/stochastic-volatility.stan,37.0,1076.0,287.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_188/stochastic-volatility.stan,38.0,1084.0,283.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_581/stochastic-volatility.stan,39.0,1074.0,287.0,1.0
programs/timeseries_mutants_7/progs20190621-205413661279/progs20190621-205413661279_prob_rand_356/stochastic-volatility.stan,36.0,1103.0,285.0,1.0
