program,0,1,2,-1,3
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_424/normal_mixture_k_prop.stan,1025.0,1078.0,579.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_177/normal_mixture_k_prop.stan,1025.0,1103.0,593.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_63/normal_mixture_k_prop.stan,90.0,149.0,42.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_535/normal_mixture_k_prop.stan,1027.0,1086.0,586.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_504/normal_mixture_k_prop.stan,1027.0,1081.0,581.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_387/normal_mixture_k_prop.stan,1024.0,1089.0,586.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_397/normal_mixture_k_prop.stan,1027.0,1087.0,588.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_539/normal_mixture_k_prop.stan,1028.0,1097.0,591.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_259/normal_mixture_k_prop.stan,1029.0,1104.0,600.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_134/normal_mixture_k_prop.stan,1027.0,1086.0,586.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_168/normal_mixture_k_prop.stan,1025.0,1098.0,591.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_325/normal_mixture_k_prop.stan,1027.0,1086.0,325.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_99/normal_mixture_k_prop.stan,1027.0,1086.0,586.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_350/normal_mixture_k_prop.stan,1027.0,1086.0,586.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_6/normal_mixture_k_prop.stan,83.0,144.0,99.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_201/normal_mixture_k_prop.stan,1029.0,1104.0,600.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_306/normal_mixture_k_prop.stan,1029.0,1104.0,544.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_411/normal_mixture_k_prop.stan,1023.0,1080.0,584.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_327/normal_mixture_k_prop.stan,1027.0,1086.0,586.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_84/normal_mixture_k_prop.stan,1027.0,1085.0,584.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_81/normal_mixture_k_prop.stan,1027.0,1081.0,581.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_1/normal_mixture_k_prop.stan,277.0,336.0,284.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_243/normal_mixture_k_prop.stan,1026.0,1107.0,600.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_361/normal_mixture_k_prop.stan,274.0,330.0,278.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_298/normal_mixture_k_prop.stan,1029.0,1104.0,600.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_186/normal_mixture_k_prop.stan,1029.0,1104.0,600.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_480/normal_mixture_k_prop.stan,1027.0,1086.0,203.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_17/normal_mixture_k_prop.stan,1024.0,1091.0,587.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_123/normal_mixture_k_prop.stan,277.0,336.0,59.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_467/normal_mixture_k_prop.stan,1027.0,1086.0,586.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_357/normal_mixture_k_prop.stan,1027.0,1080.0,579.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_285/normal_mixture_k_prop.stan,1028.0,1095.0,590.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_492/normal_mixture_k_prop.stan,1027.0,1088.0,78.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_340/normal_mixture_k_prop.stan,1029.0,1103.0,598.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_94/normal_mixture_k_prop.stan,1024.0,1087.0,586.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_511/normal_mixture_k_prop.stan,1027.0,1081.0,581.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_510/normal_mixture_k_prop.stan,527.0,586.0,518.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_541/normal_mixture_k_prop.stan,1028.0,1099.0,592.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_92/normal_mixture_k_prop.stan,1029.0,1103.0,53.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_75/normal_mixture_k_prop.stan,1027.0,1086.0,586.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_71/normal_mixture_k_prop.stan,1027.0,1086.0,41.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_328/normal_mixture_k_prop.stan,1029.0,1100.0,601.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_54/normal_mixture_k_prop.stan,152.0,206.0,158.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_122/normal_mixture_k_prop.stan,1028.0,1099.0,592.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_58/normal_mixture_k_prop.stan,1027.0,1084.0,585.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_461/normal_mixture_k_prop.stan,1024.0,1087.0,585.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_198/normal_mixture_k_prop.stan,22.0,80.0,39.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_403/normal_mixture_k_prop.stan,91.0,159.0,110.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_248/normal_mixture_k_prop.stan,1028.0,1099.0,591.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_489/normal_mixture_k_prop.stan,1028.0,1100.0,588.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_130/normal_mixture_k_prop.stan,1024.0,1089.0,586.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_413/normal_mixture_k_prop.stan,1027.0,1086.0,586.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_116/normal_mixture_k_prop.stan,1030.0,1115.0,61.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_554/normal_mixture_k_prop.stan,1028.0,1096.0,589.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_425/normal_mixture_k_prop.stan,1027.0,1087.0,585.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_3/normal_mixture_k_prop.stan,1025.0,1077.0,577.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_87/normal_mixture_k_prop.stan,1029.0,1100.0,601.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_143/normal_mixture_k_prop.stan,1027.0,1088.0,587.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_65/normal_mixture_k_prop.stan,1024.0,1091.0,588.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_313/normal_mixture_k_prop.stan,1027.0,1102.0,598.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_176/normal_mixture_k_prop.stan,527.0,582.0,99.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_351/normal_mixture_k_prop.stan,1021.0,1081.0,584.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_342/normal_mixture_k_prop.stan,1023.0,1076.0,584.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_210/normal_mixture_k_prop.stan,1024.0,1082.0,580.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_64/normal_mixture_k_prop.stan,1028.0,1097.0,591.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_314/normal_mixture_k_prop.stan,1027.0,1079.0,524.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_231/normal_mixture_k_prop.stan,1027.0,1086.0,586.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_337/normal_mixture_k_prop.stan,1026.0,1107.0,600.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_491/normal_mixture_k_prop.stan,1028.0,1101.0,592.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_459/normal_mixture_k_prop.stan,1027.0,1088.0,587.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_364/normal_mixture_k_prop.stan,1028.0,1096.0,589.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_374/normal_mixture_k_prop.stan,1027.0,1086.0,586.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_276/normal_mixture_k_prop.stan,1027.0,1086.0,45.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_446/normal_mixture_k_prop.stan,1027.0,1088.0,587.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_78/normal_mixture_k_prop.stan,1027.0,1086.0,530.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_388/normal_mixture_k_prop.stan,1024.0,1085.0,585.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_519/normal_mixture_k_prop.stan,1025.0,1101.0,593.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_4/normal_mixture_k_prop.stan,92.0,177.0,66.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_338/normal_mixture_k_prop.stan,152.0,211.0,163.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_199/normal_mixture_k_prop.stan,1029.0,1104.0,600.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_471/normal_mixture_k_prop.stan,154.0,239.0,178.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_215/normal_mixture_k_prop.stan,1024.0,1089.0,587.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_488/normal_mixture_k_prop.stan,1028.0,1096.0,589.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_190/normal_mixture_k_prop.stan,277.0,335.0,282.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_46/normal_mixture_k_prop.stan,1029.0,1104.0,600.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_559/normal_mixture_k_prop.stan,24.0,87.0,41.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_405/normal_mixture_k_prop.stan,1024.0,1087.0,530.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_521/normal_mixture_k_prop.stan,1027.0,1086.0,41.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_517/normal_mixture_k_prop.stan,1029.0,1104.0,600.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_370/normal_mixture_k_prop.stan,1027.0,1086.0,41.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_483/normal_mixture_k_prop.stan,1027.0,1086.0,311.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_303/normal_mixture_k_prop.stan,1028.0,1097.0,47.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_237/normal_mixture_k_prop.stan,1025.0,1099.0,589.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_393/normal_mixture_k_prop.stan,527.0,581.0,524.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_341/normal_mixture_k_prop.stan,153.0,217.0,49.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_80/normal_mixture_k_prop.stan,1028.0,1100.0,593.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_111/normal_mixture_k_prop.stan,277.0,331.0,279.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_363/normal_mixture_k_prop.stan,1027.0,1085.0,528.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_137/normal_mixture_k_prop.stan,1027.0,1102.0,598.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_368/normal_mixture_k_prop.stan,1023.0,1097.0,597.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_191/normal_mixture_k_prop.stan,1027.0,1079.0,580.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_421/normal_mixture_k_prop.stan,1028.0,1097.0,591.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_317/normal_mixture_k_prop.stan,1024.0,1089.0,586.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_538/normal_mixture_k_prop.stan,1028.0,1100.0,593.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_166/normal_mixture_k_prop.stan,1027.0,1082.0,587.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_386/normal_mixture_k_prop.stan,1028.0,1096.0,593.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_443/normal_mixture_k_prop.stan,153.0,223.0,56.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_477/normal_mixture_k_prop.stan,1024.0,1089.0,41.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_132/normal_mixture_k_prop.stan,1027.0,1086.0,41.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_574/normal_mixture_k_prop.stan,1025.0,1091.0,591.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_594/normal_mixture_k_prop.stan,1028.0,1099.0,591.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_512/normal_mixture_k_prop.stan,1024.0,1105.0,598.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_2/normal_mixture_k_prop.stan,1027.0,1086.0,587.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_90/normal_mixture_k_prop.stan,527.0,582.0,531.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_543/normal_mixture_k_prop.stan,525.0,577.0,89.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_267/normal_mixture_k_prop.stan,1027.0,1079.0,580.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_344/normal_mixture_k_prop.stan,34.0,93.0,41.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_260/normal_mixture_k_prop.stan,1027.0,1085.0,584.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_175/normal_mixture_k_prop.stan,1029.0,1104.0,55.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_74/normal_mixture_k_prop.stan,1029.0,1111.0,598.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_104/normal_mixture_k_prop.stan,1028.0,1097.0,591.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_373/normal_mixture_k_prop.stan,1024.0,1105.0,599.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_420/normal_mixture_k_prop.stan,1029.0,1104.0,600.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_149/normal_mixture_k_prop.stan,1029.0,1111.0,598.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_167/normal_mixture_k_prop.stan,1026.0,1107.0,600.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_222/normal_mixture_k_prop.stan,1027.0,1086.0,586.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_547/normal_mixture_k_prop.stan,1027.0,1086.0,41.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_194/normal_mixture_k_prop.stan,277.0,331.0,279.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_439/normal_mixture_k_prop.stan,528.0,600.0,105.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_281/normal_mixture_k_prop.stan,1029.0,1104.0,600.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_578/normal_mixture_k_prop.stan,1027.0,1085.0,585.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_67/normal_mixture_k_prop.stan,527.0,586.0,529.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_407/normal_mixture_k_prop.stan,1021.0,1073.0,576.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_460/normal_mixture_k_prop.stan,1027.0,1086.0,586.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_308/normal_mixture_k_prop.stan,1024.0,1087.0,586.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_83/normal_mixture_k_prop.stan,279.0,351.0,67.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_436/normal_mixture_k_prop.stan,1028.0,1097.0,46.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_326/normal_mixture_k_prop.stan,1028.0,1097.0,591.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_599/normal_mixture_k_prop.stan,271.0,325.0,282.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_503/normal_mixture_k_prop.stan,521.0,579.0,95.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_565/normal_mixture_k_prop.stan,152.0,211.0,165.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_323/normal_mixture_k_prop.stan,1027.0,1086.0,587.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_528/normal_mixture_k_prop.stan,1029.0,1104.0,600.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_526/normal_mixture_k_prop.stan,1027.0,1086.0,41.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_598/normal_mixture_k_prop.stan,1024.0,1089.0,586.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_485/normal_mixture_k_prop.stan,1028.0,1123.0,614.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_208/normal_mixture_k_prop.stan,1027.0,1081.0,581.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_453/normal_mixture_k_prop.stan,1026.0,1099.0,595.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_507/normal_mixture_k_prop.stan,1027.0,1081.0,581.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_163/normal_mixture_k_prop.stan,524.0,589.0,529.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_294/normal_mixture_k_prop.stan,1027.0,1079.0,580.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_247/normal_mixture_k_prop.stan,1027.0,1102.0,598.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_120/normal_mixture_k_prop.stan,1024.0,1086.0,584.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_498/normal_mixture_k_prop.stan,1023.0,1086.0,586.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_224/normal_mixture_k_prop.stan,1029.0,1104.0,55.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_252/normal_mixture_k_prop.stan,1025.0,1098.0,591.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_506/normal_mixture_k_prop.stan,1025.0,1078.0,579.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_150/normal_mixture_k_prop.stan,89.0,147.0,45.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_279/normal_mixture_k_prop.stan,1027.0,1086.0,586.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_500/normal_mixture_k_prop.stan,1027.0,1079.0,580.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_70/normal_mixture_k_prop.stan,1027.0,1085.0,39.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_255/normal_mixture_k_prop.stan,1029.0,1104.0,600.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_589/normal_mixture_k_prop.stan,1024.0,1103.0,598.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_41/normal_mixture_k_prop.stan,1021.0,1079.0,583.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_290/normal_mixture_k_prop.stan,1027.0,1083.0,582.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_569/normal_mixture_k_prop.stan,1027.0,1102.0,598.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_52/normal_mixture_k_prop.stan,1024.0,1088.0,585.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_408/normal_mixture_k_prop.stan,149.0,214.0,163.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_501/normal_mixture_k_prop.stan,527.0,585.0,96.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_105/normal_mixture_k_prop.stan,1027.0,1081.0,581.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_409/normal_mixture_k_prop.stan,277.0,336.0,284.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_523/normal_mixture_k_prop.stan,1027.0,1081.0,585.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_534/normal_mixture_k_prop.stan,1027.0,1086.0,582.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_159/normal_mixture_k_prop.stan,1028.0,1097.0,591.0,1.0,0.0
programs/mixture_mutants_5/progs20190621-213819092582/progs20190621-213819092582_prob_rand_353/normal_mixture_k_prop.stan,1027.0,1086.0,530.0,1.0,0.0
