program,0_-2,0_-3,0_-1,1_-3,1_-2,1_-1,-1_-2,0_-4,1_-4,-1_-3,1_-5,2_-4,0_-5,-1_-4
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_311/corr-lda.stan,21.0,1119.0,0.0,56.0,10.0,7.0,1.0,29.0,31.0,1.0,8.0,0.0,8.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_20/corr-lda.stan,26.0,1133.0,0.0,63.0,10.0,6.0,1.0,28.0,47.0,1.0,9.0,0.0,12.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_208/corr-lda.stan,18.0,1130.0,0.0,60.0,12.0,7.0,1.0,27.0,33.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_437/corr-lda.stan,24.0,1129.0,0.0,59.0,11.0,7.0,1.0,26.0,31.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_443/corr-lda.stan,18.0,211.0,0.0,60.0,10.0,7.0,1.0,26.0,31.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_155/corr-lda.stan,21.0,1127.0,0.0,61.0,10.0,7.0,1.0,26.0,32.0,1.0,8.0,0.0,8.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_495/corr-lda.stan,23.0,1134.0,0.0,63.0,10.0,7.0,1.0,28.0,46.0,0.0,13.0,0.0,10.0,0.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_494/corr-lda.stan,24.0,1133.0,0.0,64.0,10.0,7.0,1.0,28.0,44.0,1.0,12.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_237/corr-lda.stan,24.0,1133.0,0.0,64.0,10.0,7.0,1.0,28.0,46.0,1.0,14.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_366/corr-lda.stan,18.0,1127.0,0.0,60.0,10.0,7.0,1.0,26.0,31.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_175/corr-lda.stan,21.0,339.0,0.0,61.0,10.0,7.0,1.0,26.0,32.0,1.0,8.0,0.0,8.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_353/corr-lda.stan,26.0,1133.0,0.0,63.0,10.0,6.0,1.0,28.0,42.0,1.0,9.0,0.0,12.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_343/corr-lda.stan,20.0,1131.0,0.0,62.0,10.0,7.0,1.0,28.0,46.0,1.0,13.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_408/corr-lda.stan,22.0,1126.0,0.0,61.0,10.0,7.0,1.0,28.0,44.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_390/corr-lda.stan,22.0,1122.0,0.0,60.0,9.0,7.0,1.0,26.0,31.0,1.0,11.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_26/corr-lda.stan,22.0,1129.0,0.0,62.0,10.0,7.0,1.0,26.0,31.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_162/corr-lda.stan,22.0,206.0,0.0,59.0,10.0,7.0,1.0,26.0,32.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_566/corr-lda.stan,24.0,1133.0,0.0,64.0,10.0,7.0,1.0,28.0,44.0,1.0,12.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_22/corr-lda.stan,25.0,1130.0,0.0,67.0,10.0,7.0,1.0,28.0,38.0,1.0,11.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_151/corr-lda.stan,25.0,1132.0,0.0,67.0,10.0,7.0,1.0,28.0,40.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_388/corr-lda.stan,24.0,1129.0,0.0,60.0,11.0,7.0,1.0,27.0,36.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_458/corr-lda.stan,18.0,207.0,0.0,60.0,10.0,7.0,1.0,26.0,31.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_6/corr-lda.stan,23.0,1130.0,0.0,59.0,10.0,6.0,1.0,27.0,43.0,1.0,9.0,0.0,12.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_87/corr-lda.stan,25.0,1132.0,0.0,66.0,10.0,7.0,1.0,27.0,33.0,1.0,11.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_223/corr-lda.stan,24.0,1122.0,0.0,55.0,11.0,7.0,1.0,24.0,34.0,1.0,10.0,0.0,9.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_521/corr-lda.stan,28.0,1135.0,0.0,72.0,10.0,7.0,1.0,30.0,44.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_56/corr-lda.stan,23.0,143.0,0.0,55.0,10.0,6.0,1.0,26.0,39.0,1.0,9.0,0.0,12.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_15/corr-lda.stan,22.0,605.0,0.0,61.0,10.0,7.0,1.0,25.0,29.0,1.0,11.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_8/corr-lda.stan,25.0,1133.0,0.0,63.0,12.0,7.0,1.0,28.0,42.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_53/corr-lda.stan,17.0,1122.0,0.0,60.0,10.0,7.0,1.0,27.0,34.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_222/corr-lda.stan,27.0,1136.0,0.0,69.0,10.0,7.0,1.0,30.0,54.0,1.0,14.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_274/corr-lda.stan,22.0,605.0,0.0,62.0,10.0,7.0,1.0,26.0,31.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_578/corr-lda.stan,22.0,1128.0,0.0,62.0,10.0,7.0,1.0,26.0,32.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_92/corr-lda.stan,24.0,341.0,0.0,59.0,11.0,7.0,1.0,26.0,31.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_427/corr-lda.stan,22.0,1129.0,0.0,62.0,10.0,7.0,1.0,26.0,31.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_97/corr-lda.stan,25.0,1132.0,0.0,67.0,10.0,7.0,1.0,28.0,35.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_515/corr-lda.stan,21.0,1119.0,0.0,56.0,10.0,7.0,1.0,29.0,31.0,1.0,8.0,0.0,8.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_105/corr-lda.stan,26.0,1126.0,0.0,59.0,10.0,6.0,1.0,26.0,45.0,1.0,9.0,0.0,11.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_498/corr-lda.stan,25.0,1125.0,0.0,63.0,10.0,7.0,1.0,26.0,38.0,1.0,10.0,0.0,9.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_536/corr-lda.stan,18.0,1125.0,0.0,60.0,10.0,7.0,1.0,26.0,34.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_331/corr-lda.stan,23.0,1130.0,0.0,58.0,10.0,6.0,1.0,26.0,40.0,1.0,10.0,0.0,12.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_46/corr-lda.stan,26.0,1133.0,0.0,63.0,10.0,6.0,1.0,28.0,42.0,1.0,9.0,0.0,12.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_454/corr-lda.stan,18.0,1127.0,0.0,60.0,10.0,7.0,1.0,26.0,31.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_582/corr-lda.stan,25.0,1130.0,0.0,55.0,11.0,6.0,1.0,26.0,38.0,1.0,9.0,0.0,12.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_83/corr-lda.stan,24.0,342.0,0.0,66.0,10.0,7.0,1.0,28.0,36.0,1.0,9.0,0.0,8.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_57/corr-lda.stan,22.0,605.0,0.0,63.0,10.0,7.0,1.0,27.0,36.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_76/corr-lda.stan,21.0,1130.0,0.0,66.0,10.0,7.0,1.0,29.0,40.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_295/corr-lda.stan,25.0,1132.0,0.0,67.0,10.0,7.0,1.0,28.0,35.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_9/corr-lda.stan,21.0,1119.0,0.0,56.0,10.0,7.0,1.0,29.0,31.0,1.0,8.0,0.0,8.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_379/corr-lda.stan,16.0,1125.0,0.0,59.0,10.0,7.0,1.0,27.0,31.0,0.0,10.0,0.0,10.0,0.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_219/corr-lda.stan,28.0,1137.0,0.0,65.0,10.0,6.0,1.0,30.0,61.0,1.0,13.0,0.0,12.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_32/corr-lda.stan,23.0,1133.0,0.0,66.0,11.0,7.0,1.0,30.0,32.0,1.0,11.0,0.0,11.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_551/corr-lda.stan,21.0,1130.0,0.0,61.0,10.0,7.0,1.0,26.0,31.0,0.0,10.0,0.0,10.0,0.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_95/corr-lda.stan,22.0,341.0,0.0,62.0,10.0,7.0,1.0,26.0,31.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_592/corr-lda.stan,24.0,1128.0,0.0,59.0,11.0,7.0,1.0,26.0,32.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_315/corr-lda.stan,22.0,1129.0,0.0,62.0,10.0,7.0,1.0,26.0,31.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_185/corr-lda.stan,22.0,1122.0,0.0,60.0,9.0,7.0,1.0,26.0,31.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_134/corr-lda.stan,21.0,1127.0,0.0,61.0,10.0,7.0,1.0,26.0,32.0,1.0,8.0,0.0,8.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_564/corr-lda.stan,22.0,1122.0,0.0,60.0,9.0,7.0,1.0,26.0,31.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_422/corr-lda.stan,21.0,1133.0,0.0,65.0,12.0,7.0,1.0,29.0,42.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_54/corr-lda.stan,16.0,1126.0,0.0,59.0,11.0,7.0,1.0,27.0,33.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_568/corr-lda.stan,22.0,1129.0,0.0,62.0,10.0,7.0,1.0,26.0,31.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_573/corr-lda.stan,25.0,344.0,0.0,67.0,10.0,7.0,1.0,28.0,40.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_436/corr-lda.stan,23.0,1127.0,0.0,55.0,10.0,6.0,1.0,26.0,39.0,1.0,9.0,0.0,12.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_204/corr-lda.stan,22.0,209.0,0.0,63.0,10.0,7.0,1.0,27.0,36.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_534/corr-lda.stan,27.0,1136.0,0.0,69.0,10.0,7.0,1.0,30.0,50.0,1.0,13.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_532/corr-lda.stan,22.0,1122.0,0.0,57.0,10.0,7.0,1.0,23.0,32.0,1.0,11.0,0.0,9.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_96/corr-lda.stan,22.0,1129.0,0.0,61.0,10.0,7.0,1.0,25.0,31.0,1.0,12.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_569/corr-lda.stan,22.0,1129.0,0.0,62.0,10.0,7.0,1.0,26.0,31.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_395/corr-lda.stan,20.0,1134.0,0.0,62.0,12.0,7.0,1.0,29.0,48.0,1.0,13.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_360/corr-lda.stan,24.0,1133.0,0.0,64.0,10.0,7.0,1.0,28.0,46.0,1.0,13.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_548/corr-lda.stan,22.0,1128.0,0.0,57.0,10.0,6.0,1.0,26.0,36.0,1.0,5.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_276/corr-lda.stan,24.0,1133.0,0.0,66.0,10.0,7.0,1.0,28.0,35.0,0.0,10.0,0.0,10.0,0.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_452/corr-lda.stan,29.0,1136.0,0.0,68.0,10.0,6.0,1.0,30.0,51.0,1.0,9.0,0.0,12.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_124/corr-lda.stan,25.0,1130.0,0.0,54.0,11.0,6.0,1.0,25.0,36.0,1.0,10.0,0.0,12.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_570/corr-lda.stan,23.0,342.0,0.0,58.0,10.0,6.0,1.0,26.0,38.0,1.0,9.0,0.0,12.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_594/corr-lda.stan,24.0,1122.0,0.0,61.0,10.0,7.0,1.0,31.0,40.0,1.0,8.0,0.0,8.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_10/corr-lda.stan,25.0,1133.0,0.0,64.0,12.0,7.0,1.0,31.0,38.0,1.0,11.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_55/corr-lda.stan,24.0,1133.0,0.0,64.0,10.0,7.0,1.0,28.0,46.0,1.0,13.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_1/corr-lda.stan,21.0,1127.0,0.0,61.0,10.0,7.0,1.0,26.0,32.0,1.0,8.0,0.0,8.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_386/corr-lda.stan,22.0,1129.0,0.0,62.0,10.0,7.0,1.0,26.0,31.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_299/corr-lda.stan,23.0,1130.0,0.0,58.0,10.0,6.0,1.0,26.0,38.0,1.0,9.0,0.0,12.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_265/corr-lda.stan,17.0,607.0,0.0,59.0,12.0,7.0,1.0,27.0,33.0,0.0,10.0,0.0,10.0,0.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_141/corr-lda.stan,17.0,1128.0,0.0,59.0,12.0,7.0,1.0,27.0,34.0,1.0,8.0,0.0,8.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_173/corr-lda.stan,24.0,1129.0,0.0,60.0,11.0,7.0,1.0,27.0,38.0,1.0,11.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_182/corr-lda.stan,18.0,1127.0,0.0,60.0,10.0,7.0,1.0,26.0,31.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_496/corr-lda.stan,18.0,1127.0,0.0,60.0,10.0,7.0,1.0,26.0,31.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_68/corr-lda.stan,22.0,1129.0,0.0,62.0,10.0,7.0,1.0,26.0,33.0,1.0,11.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_580/corr-lda.stan,22.0,1122.0,0.0,58.0,10.0,7.0,1.0,24.0,34.0,1.0,10.0,0.0,9.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_474/corr-lda.stan,22.0,1126.0,0.0,58.0,10.0,7.0,1.0,25.0,30.0,1.0,11.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_214/corr-lda.stan,22.0,598.0,0.0,58.0,10.0,7.0,1.0,24.0,34.0,1.0,10.0,0.0,9.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_189/corr-lda.stan,22.0,1129.0,0.0,63.0,10.0,7.0,1.0,27.0,36.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_294/corr-lda.stan,22.0,209.0,0.0,61.0,10.0,7.0,1.0,25.0,29.0,1.0,11.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_478/corr-lda.stan,21.0,1127.0,0.0,61.0,10.0,7.0,1.0,26.0,32.0,1.0,8.0,0.0,8.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_80/corr-lda.stan,25.0,1132.0,0.0,66.0,10.0,7.0,1.0,27.0,33.0,1.0,11.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_365/corr-lda.stan,22.0,1129.0,0.0,62.0,10.0,7.0,1.0,26.0,31.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_289/corr-lda.stan,18.0,1124.0,0.0,57.0,10.0,7.0,1.0,26.0,32.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_132/corr-lda.stan,25.0,1132.0,0.0,67.0,10.0,7.0,1.0,28.0,40.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_42/corr-lda.stan,25.0,1132.0,0.0,67.0,10.0,7.0,1.0,28.0,40.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_344/corr-lda.stan,23.0,1123.0,0.0,57.0,9.0,6.0,1.0,27.0,43.0,1.0,9.0,0.0,12.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_307/corr-lda.stan,26.0,1133.0,0.0,61.0,11.0,7.0,1.0,28.0,46.0,1.0,13.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_314/corr-lda.stan,25.0,1132.0,0.0,67.0,10.0,7.0,1.0,28.0,40.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_128/corr-lda.stan,24.0,1133.0,0.0,64.0,10.0,7.0,1.0,28.0,46.0,1.0,13.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_125/corr-lda.stan,18.0,1127.0,0.0,60.0,10.0,7.0,1.0,26.0,31.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_152/corr-lda.stan,24.0,605.0,0.0,59.0,11.0,7.0,1.0,26.0,31.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_468/corr-lda.stan,25.0,1132.0,0.0,67.0,10.0,7.0,1.0,28.0,35.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_130/corr-lda.stan,21.0,1119.0,0.0,57.0,10.0,7.0,1.0,30.0,36.0,1.0,8.0,0.0,8.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_37/corr-lda.stan,21.0,1119.0,0.0,57.0,10.0,7.0,1.0,30.0,36.0,1.0,8.0,0.0,8.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_58/corr-lda.stan,24.0,1133.0,0.0,66.0,10.0,7.0,1.0,28.0,35.0,0.0,10.0,0.0,10.0,0.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_349/corr-lda.stan,23.0,1130.0,0.0,58.0,10.0,6.0,1.0,26.0,38.0,1.0,10.0,0.0,12.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_421/corr-lda.stan,22.0,1129.0,0.0,62.0,10.0,7.0,1.0,26.0,31.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_543/corr-lda.stan,22.0,1129.0,0.0,63.0,10.0,7.0,1.0,27.0,36.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_65/corr-lda.stan,25.0,1132.0,0.0,67.0,10.0,7.0,1.0,28.0,35.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_483/corr-lda.stan,23.0,1126.0,0.0,65.0,10.0,7.0,1.0,31.0,34.0,1.0,10.0,0.0,11.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_286/corr-lda.stan,27.0,1136.0,0.0,69.0,10.0,7.0,1.0,30.0,54.0,1.0,14.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_431/corr-lda.stan,21.0,1119.0,0.0,56.0,10.0,7.0,1.0,29.0,31.0,1.0,8.0,0.0,8.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_432/corr-lda.stan,27.0,1136.0,0.0,69.0,10.0,7.0,1.0,30.0,52.0,1.0,14.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_336/corr-lda.stan,22.0,209.0,0.0,62.0,10.0,7.0,1.0,26.0,31.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_442/corr-lda.stan,25.0,1123.0,0.0,57.0,10.0,6.0,1.0,31.0,42.0,1.0,7.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_142/corr-lda.stan,25.0,1132.0,0.0,67.0,10.0,7.0,1.0,28.0,40.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_312/corr-lda.stan,24.0,1122.0,0.0,55.0,11.0,7.0,1.0,24.0,34.0,1.0,10.0,0.0,9.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_21/corr-lda.stan,22.0,334.0,0.0,56.0,9.0,7.0,1.0,26.0,31.0,1.0,6.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_384/corr-lda.stan,21.0,1127.0,0.0,61.0,10.0,7.0,1.0,26.0,32.0,1.0,8.0,0.0,8.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_114/corr-lda.stan,18.0,1130.0,0.0,61.0,12.0,7.0,1.0,28.0,38.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_44/corr-lda.stan,22.0,145.0,0.0,63.0,10.0,7.0,1.0,27.0,38.0,1.0,11.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_246/corr-lda.stan,27.0,1132.0,0.0,64.0,11.0,7.0,1.0,28.0,40.0,1.0,10.0,0.0,10.0,1.0
programs/mixture_mutants_5/progs20190621-210318794999/progs20190621-210318794999_prob_rand_540/corr-lda.stan,25.0,1132.0,0.0,66.0,10.0,7.0,1.0,27.0,33.0,1.0,11.0,0.0,10.0,1.0
