program,0_-2,0_-3,0_-1,1_-3,1_-2,1_-1,-1_-2,0_-4,1_-4,-1_-3,1_-5,2_-4,0_-5,-1_-4
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_198/Mt.stan,259.0,69.0,0.0,747.0,16.0,3.0,2.0,15.0,53.0,712.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_464/Mt.stan,262.0,74.0,0.0,755.0,16.0,3.0,2.0,24.0,69.0,712.0,10.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_599/Mt.stan,257.0,71.0,0.0,745.0,16.0,3.0,2.0,16.0,49.0,712.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_157/Mt.stan,253.0,60.0,0.0,734.0,13.0,3.0,2.0,14.0,35.0,712.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_102/Mt.stan,259.0,70.0,0.0,747.0,16.0,3.0,2.0,14.0,52.0,712.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_273/Mt.stan,262.0,69.0,0.0,757.0,15.0,3.0,2.0,23.0,51.0,712.0,6.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_202/Mt.stan,256.0,66.0,0.0,749.0,17.0,3.0,2.0,20.0,60.0,712.0,4.0,0.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_236/Mt.stan,259.0,70.0,0.0,747.0,16.0,3.0,2.0,16.0,48.0,712.0,6.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_586/Mt.stan,259.0,68.0,0.0,748.0,16.0,3.0,2.0,16.0,48.0,712.0,6.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_218/Mt.stan,260.0,67.0,0.0,754.0,15.0,3.0,2.0,21.0,51.0,712.0,6.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_485/Mt.stan,48.0,68.0,0.0,120.0,17.0,3.0,1.0,17.0,52.0,87.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_361/Mt.stan,261.0,74.0,0.0,749.0,16.0,3.0,2.0,18.0,68.0,712.0,11.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_106/Mt.stan,256.0,69.0,0.0,748.0,17.0,3.0,2.0,19.0,60.0,712.0,4.0,0.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_300/Mt.stan,260.0,70.0,0.0,755.0,16.0,3.0,2.0,22.0,54.0,712.0,6.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_38/Mt.stan,254.0,58.0,0.0,737.0,13.0,3.0,2.0,13.0,39.0,712.0,4.0,0.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_331/Mt.stan,254.0,56.0,0.0,735.0,13.0,3.0,2.0,12.0,36.0,712.0,4.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_307/Mt.stan,141.0,70.0,0.0,398.0,16.0,3.0,2.0,22.0,54.0,355.0,6.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_536/Mt.stan,261.0,74.0,0.0,749.0,16.0,3.0,2.0,18.0,68.0,712.0,11.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_154/Mt.stan,258.0,68.0,0.0,746.0,16.0,3.0,2.0,15.0,52.0,712.0,4.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_557/Mt.stan,254.0,57.0,0.0,735.0,13.0,3.0,2.0,13.0,36.0,712.0,4.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_600/Mt.stan,260.0,70.0,0.0,755.0,16.0,3.0,2.0,22.0,54.0,712.0,6.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_550/Mt.stan,258.0,68.0,0.0,746.0,16.0,3.0,2.0,17.0,50.0,712.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_470/Mt.stan,258.0,69.0,0.0,750.0,16.0,3.0,2.0,18.0,58.0,712.0,4.0,0.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_499/Mt.stan,255.0,67.0,0.0,742.0,16.0,3.0,2.0,17.0,48.0,712.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_592/Mt.stan,139.0,64.0,0.0,390.0,16.0,3.0,2.0,17.0,53.0,355.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_527/Mt.stan,261.0,69.0,0.0,749.0,15.0,3.0,2.0,17.0,50.0,712.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_140/Mt.stan,261.0,74.0,0.0,749.0,16.0,3.0,2.0,18.0,68.0,712.0,11.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_462/Mt.stan,260.0,70.0,0.0,755.0,16.0,3.0,2.0,20.0,53.0,712.0,6.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_553/Mt.stan,81.0,70.0,0.0,213.0,16.0,3.0,2.0,16.0,50.0,178.0,6.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_278/Mt.stan,258.0,70.0,0.0,753.0,16.0,3.0,1.0,22.0,51.0,711.0,6.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_336/Mt.stan,256.0,68.0,0.0,747.0,16.0,3.0,2.0,16.0,52.0,712.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_68/Mt.stan,261.0,70.0,0.0,751.0,16.0,3.0,2.0,19.0,68.0,712.0,11.0,0.0,8.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_74/Mt.stan,260.0,69.0,0.0,747.0,16.0,3.0,2.0,14.0,46.0,712.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_374/Mt.stan,141.0,70.0,0.0,393.0,16.0,3.0,2.0,16.0,53.0,358.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_350/Mt.stan,257.0,66.0,0.0,745.0,16.0,3.0,1.0,16.0,52.0,711.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_442/Mt.stan,261.0,74.0,0.0,749.0,16.0,3.0,2.0,18.0,64.0,712.0,10.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_101/Mt.stan,259.0,70.0,0.0,749.0,16.0,3.0,2.0,18.0,49.0,712.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_89/Mt.stan,255.0,63.0,0.0,738.0,16.0,3.0,2.0,16.0,42.0,712.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_229/Mt.stan,260.0,71.0,0.0,756.0,16.0,3.0,2.0,21.0,53.0,712.0,6.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_216/Mt.stan,258.0,67.0,0.0,746.0,16.0,3.0,2.0,14.0,52.0,712.0,4.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_86/Mt.stan,257.0,67.0,0.0,753.0,16.0,3.0,1.0,23.0,54.0,711.0,2.0,0.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_497/Mt.stan,261.0,74.0,0.0,749.0,16.0,3.0,2.0,18.0,68.0,712.0,11.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_73/Mt.stan,258.0,69.0,0.0,750.0,16.0,3.0,2.0,18.0,58.0,712.0,4.0,0.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_256/Mt.stan,259.0,70.0,0.0,748.0,16.0,3.0,2.0,18.0,50.0,712.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_262/Mt.stan,258.0,65.0,0.0,745.0,15.0,3.0,2.0,14.0,49.0,712.0,4.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_29/Mt.stan,258.0,68.0,0.0,750.0,16.0,3.0,2.0,17.0,53.0,712.0,4.0,0.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_8/Mt.stan,258.0,68.0,0.0,746.0,16.0,3.0,2.0,15.0,52.0,712.0,4.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_408/Mt.stan,258.0,70.0,1.0,748.0,16.0,3.0,2.0,16.0,52.0,712.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_19/Mt.stan,261.0,69.0,0.0,757.0,16.0,3.0,2.0,23.0,51.0,712.0,6.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_243/Mt.stan,256.0,67.0,0.0,745.0,16.0,3.0,1.0,17.0,53.0,711.0,4.0,0.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_569/Mt.stan,76.0,61.0,0.0,203.0,16.0,3.0,2.0,15.0,39.0,178.0,4.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_308/Mt.stan,257.0,65.0,0.0,743.0,15.0,3.0,1.0,15.0,49.0,711.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_7/Mt.stan,259.0,70.0,0.0,747.0,16.0,3.0,2.0,16.0,53.0,712.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_585/Mt.stan,259.0,67.0,0.0,746.0,16.0,3.0,2.0,17.0,50.0,712.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_491/Mt.stan,258.0,66.0,0.0,748.0,16.0,3.0,2.0,15.0,49.0,712.0,4.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_515/Mt.stan,51.0,70.0,0.0,123.0,16.0,3.0,2.0,16.0,53.0,88.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_313/Mt.stan,261.0,70.0,0.0,763.0,16.0,3.0,2.0,26.0,54.0,712.0,4.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_269/Mt.stan,261.0,71.0,0.0,748.0,15.0,3.0,2.0,17.0,65.0,712.0,11.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_257/Mt.stan,259.0,70.0,0.0,747.0,16.0,3.0,2.0,16.0,48.0,712.0,6.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_141/Mt.stan,259.0,72.0,0.0,748.0,16.0,3.0,2.0,20.0,73.0,712.0,11.0,0.0,8.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_180/Mt.stan,256.0,65.0,0.0,743.0,16.0,3.0,1.0,17.0,49.0,713.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_509/Mt.stan,261.0,74.0,0.0,749.0,16.0,3.0,2.0,18.0,65.0,712.0,13.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_55/Mt.stan,255.0,67.0,0.0,746.0,16.0,3.0,2.0,19.0,42.0,712.0,6.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_217/Mt.stan,261.0,77.0,0.0,750.0,16.0,3.0,2.0,20.0,81.0,712.0,15.0,0.0,8.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_5/Mt.stan,258.0,69.0,0.0,750.0,16.0,3.0,2.0,16.0,57.0,712.0,4.0,0.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_297/Mt.stan,140.0,69.0,0.0,392.0,16.0,3.0,1.0,16.0,50.0,359.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_357/Mt.stan,257.0,69.0,0.0,745.0,16.0,3.0,1.0,15.0,50.0,711.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_417/Mt.stan,77.0,61.0,0.0,206.0,13.0,3.0,1.0,15.0,46.0,177.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_162/Mt.stan,257.0,67.0,0.0,745.0,16.0,3.0,1.0,15.0,45.0,713.0,4.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_473/Mt.stan,263.0,78.0,0.0,753.0,16.0,3.0,2.0,20.0,83.0,712.0,14.0,0.0,8.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_301/Mt.stan,258.0,65.0,0.0,745.0,15.0,3.0,2.0,16.0,47.0,712.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_342/Mt.stan,261.0,74.0,0.0,749.0,16.0,3.0,2.0,18.0,68.0,712.0,11.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_483/Mt.stan,256.0,58.0,0.0,749.0,13.0,3.0,1.0,22.0,47.0,711.0,6.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_375/Mt.stan,258.0,69.0,0.0,750.0,16.0,3.0,2.0,18.0,58.0,712.0,4.0,0.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_381/Mt.stan,29.0,70.0,0.0,57.0,16.0,3.0,2.0,16.0,53.0,22.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_540/Mt.stan,258.0,68.0,0.0,746.0,16.0,3.0,2.0,15.0,52.0,712.0,4.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_238/Mt.stan,80.0,68.0,0.0,212.0,16.0,3.0,2.0,15.0,52.0,178.0,4.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_477/Mt.stan,257.0,68.0,0.0,744.0,16.0,3.0,2.0,18.0,58.0,712.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_359/Mt.stan,262.0,74.0,0.0,757.0,16.0,3.0,2.0,27.0,73.0,712.0,11.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_151/Mt.stan,141.0,67.0,0.0,392.0,15.0,3.0,2.0,13.0,49.0,358.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_589/Mt.stan,259.0,70.0,0.0,747.0,16.0,3.0,2.0,16.0,51.0,712.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_56/Mt.stan,140.0,70.0,0.0,390.0,16.0,3.0,2.0,16.0,53.0,355.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_118/Mt.stan,81.0,68.0,0.0,214.0,16.0,3.0,2.0,16.0,53.0,178.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_268/Mt.stan,259.0,67.0,0.0,746.0,15.0,3.0,2.0,15.0,50.0,712.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_91/Mt.stan,257.0,72.0,0.0,747.0,17.0,3.0,1.0,17.0,53.0,711.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_247/Mt.stan,255.0,56.0,0.0,735.0,12.0,3.0,2.0,13.0,36.0,712.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_100/Mt.stan,255.0,60.0,0.0,749.0,13.0,3.0,1.0,22.0,48.0,711.0,2.0,0.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_200/Mt.stan,257.0,68.0,0.0,744.0,16.0,3.0,1.0,16.0,50.0,711.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_283/Mt.stan,257.0,68.0,0.0,744.0,16.0,3.0,1.0,16.0,52.0,711.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_20/Mt.stan,254.0,59.0,0.0,742.0,14.0,3.0,2.0,21.0,42.0,712.0,6.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_575/Mt.stan,258.0,72.0,0.0,755.0,17.0,3.0,1.0,23.0,54.0,711.0,6.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_289/Mt.stan,260.0,70.0,0.0,755.0,16.0,3.0,2.0,22.0,54.0,712.0,6.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_275/Mt.stan,260.0,70.0,0.0,755.0,16.0,3.0,2.0,22.0,54.0,712.0,6.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_377/Mt.stan,259.0,74.0,0.0,749.0,17.0,3.0,2.0,21.0,66.0,712.0,11.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_274/Mt.stan,259.0,70.0,0.0,747.0,16.0,3.0,2.0,16.0,53.0,712.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_454/Mt.stan,141.0,66.0,0.0,393.0,15.0,3.0,2.0,18.0,46.0,358.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_139/Mt.stan,261.0,71.0,0.0,748.0,15.0,3.0,2.0,17.0,65.0,712.0,11.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_27/Mt.stan,262.0,74.0,0.0,756.0,16.0,3.0,2.0,24.0,69.0,712.0,10.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_413/Mt.stan,258.0,74.0,0.0,750.0,16.0,3.0,2.0,20.0,69.0,712.0,7.0,0.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_72/Mt.stan,81.0,70.0,0.0,213.0,16.0,3.0,2.0,16.0,53.0,178.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_534/Mt.stan,256.0,61.0,0.0,748.0,13.0,3.0,1.0,21.0,47.0,711.0,6.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_432/Mt.stan,258.0,66.0,0.0,746.0,16.0,3.0,2.0,15.0,50.0,712.0,6.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_261/Mt.stan,255.0,71.0,0.0,743.0,17.0,3.0,2.0,17.0,51.0,712.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_298/Mt.stan,256.0,59.0,0.0,744.0,13.0,3.0,2.0,20.0,40.0,712.0,6.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_532/Mt.stan,260.0,70.0,0.0,755.0,16.0,3.0,2.0,22.0,54.0,712.0,6.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_507/Mt.stan,143.0,75.0,0.0,398.0,16.0,3.0,2.0,19.0,74.0,358.0,12.0,0.0,8.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_98/Mt.stan,142.0,69.0,0.0,392.0,15.0,3.0,2.0,17.0,50.0,355.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_12/Mt.stan,23.0,67.0,0.0,38.0,15.0,3.0,2.0,15.0,50.0,4.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_587/Mt.stan,82.0,70.0,0.0,221.0,16.0,3.0,2.0,22.0,54.0,178.0,6.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_405/Mt.stan,258.0,70.0,0.0,749.0,17.0,3.0,2.0,21.0,56.0,712.0,7.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_360/Mt.stan,253.0,57.0,0.0,738.0,14.0,3.0,1.0,17.0,48.0,711.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_173/Mt.stan,260.0,69.0,0.0,747.0,16.0,3.0,2.0,16.0,53.0,712.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_109/Mt.stan,259.0,69.0,0.0,747.0,16.0,3.0,2.0,15.0,50.0,712.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_156/Mt.stan,256.0,70.0,0.0,746.0,17.0,3.0,1.0,16.0,52.0,711.0,4.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_434/Mt.stan,141.0,70.0,0.0,398.0,16.0,3.0,2.0,22.0,54.0,355.0,6.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_277/Mt.stan,257.0,68.0,0.0,749.0,16.0,3.0,1.0,18.0,55.0,713.0,4.0,0.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_97/Mt.stan,264.0,77.0,0.0,754.0,16.0,3.0,2.0,20.0,76.0,712.0,12.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_398/Mt.stan,257.0,68.0,0.0,751.0,16.0,3.0,2.0,18.0,57.0,712.0,4.0,0.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_63/Mt.stan,263.0,70.0,0.0,750.0,14.0,3.0,2.0,18.0,62.0,712.0,11.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_545/Mt.stan,257.0,66.0,0.0,744.0,16.0,3.0,2.0,17.0,52.0,712.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_259/Mt.stan,258.0,68.0,0.0,746.0,16.0,3.0,2.0,15.0,52.0,712.0,4.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_135/Mt.stan,255.0,61.0,0.0,740.0,13.0,3.0,1.0,15.0,43.0,711.0,6.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_40/Mt.stan,260.0,73.0,0.0,752.0,16.0,3.0,2.0,20.0,73.0,712.0,7.0,0.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_430/Mt.stan,81.0,70.0,0.0,213.0,16.0,3.0,2.0,16.0,53.0,178.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_467/Mt.stan,254.0,69.0,0.0,744.0,17.0,3.0,2.0,16.0,54.0,712.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_271/Mt.stan,259.0,67.0,0.0,746.0,15.0,3.0,2.0,15.0,50.0,712.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_466/Mt.stan,258.0,68.0,0.0,746.0,16.0,3.0,2.0,15.0,52.0,712.0,4.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_246/Mt.stan,257.0,67.0,0.0,742.0,16.0,3.0,2.0,18.0,57.0,712.0,11.0,0.0,8.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_215/Mt.stan,261.0,74.0,0.0,749.0,16.0,3.0,2.0,18.0,68.0,712.0,11.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_444/Mt.stan,258.0,68.0,0.0,744.0,16.0,3.0,2.0,16.0,52.0,712.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_363/Mt.stan,256.0,61.0,0.0,748.0,13.0,3.0,1.0,21.0,47.0,711.0,6.0,0.0,4.0,0.0
