program,-1_-2_0_0_0,-5_-26_15_2_5,-6_-31_18_2_6,-6_-31_18_2_6_-1,-6_-31_18_2_6_-1_0_30_3_-6,0_-1_-1_-1_-1,0_-2_-1_0_-1,0_-2_-1_0_0,0_-2_0_-1_0,0_-3_-1_-1_-1,0_-3_0_-1_0,0_-3_0_0_0,0_-3_1_-1_0,0_-4_-1_0_-1,0_-4_0_0_0,0_-4_0_1_-1,10_-44_4_7_2,10_-53_0_6_0,10_-53_5_17_-1,11_-46_6_-9_4,11_-46_6_-9_4_-16,11_-46_6_-9_4_-16_-40_52_7_2,11_-57_7_9_4,11_-57_7_9_4_-18,11_-57_7_9_4_-18_-33_36_3_-14,12_-29_7_-5_2,12_-39_-1_-5_-1,12_-52_4_8_3,12_-52_4_8_3_-18,12_-52_4_8_3_-18_-33_32_3_-13,12_-63_0_7_0,12_-63_0_7_0_-19,12_-63_0_7_0_-19_-43_48_13_-14,12_-63_6_20_-1,12_-63_6_20_-1_-18,12_-63_6_20_-1_-18_-16_39_-2_-17,13_-33_-2_4_1,13_-41_1_-5_1,13_-42_1_-6_2,13_-46_5_5_3,14_-33_-7_15_-5,14_-34_9_-6_3,14_-34_9_-6_3_-15,14_-34_9_-6_3_-15_-19_44_-9_7,14_-37_-3_-5_-2,15_-12_-3_-7_-1,15_-30_-9_15_-6,15_-46_-1_-6_-1,15_-46_-1_-6_-1_-16,15_-46_-1_-6_-1_-16_-37_54_7_2,15_-50_1_-6_1,15_-50_1_-6_1_-18,15_-50_1_-6_1_-18_-43_53_7_0,15_-55_6_6_4,15_-55_6_6_4_-22,15_-55_6_6_4_-22_-38_35_-1_-11,15_-58_-1_7_-3,15_-61_1_4_1,16_-39_-2_5_1,16_-39_-2_5_1_-20,16_-39_-2_5_1_-20_-36_18_-2_-9,16_-45_-3_-6_-2,16_-45_-3_-6_-2_-16,16_-45_-3_-6_-2_-16_-36_57_7_5,16_-50_1_-7_2,16_-50_1_-7_2_-19,16_-50_1_-7_2_-19_-45_53_7_1,16_-53_-4_7_-3,17_-39_-8_18_-6,17_-39_-8_18_-6_-17,17_-39_-8_18_-6_-17_-17_16_-4_-13,17_-50_6_6_4,17_-55_9_6_5,18_-15_-3_-8_-1,18_-15_-3_-8_-1_-14,18_-15_-3_-8_-1_-14_-20_24_-11_11,18_-36_-10_18_-7,18_-36_-10_18_-7_-17,18_-36_-10_18_-7_-17_-17_12_-5_-12,18_-69_-1_9_-3,18_-69_-1_9_-3_-21,18_-69_-1_9_-3_-21_-38_62_8_-10,18_-73_2_5_1,18_-73_2_5_1_-24,18_-73_2_5_1_-24_-49_61_10_-11,19_-45_-2_-6_0,1_-2_-1_0_-1,1_-2_-1_0_0,1_-3_-1_-1_-1,1_-3_-1_-1_0,1_-3_-1_0_-1,1_-3_-1_0_0,1_-3_0_-1_0,1_-3_0_0_0,1_-4_-1_0_-1,1_-4_0_0_0,20_-34_-15_5_-7,20_-63_-4_9_-4,20_-63_-4_9_-4_-22,20_-63_-4_9_-4_-22_-37_55_6_-8,20_-66_11_8_6,20_-66_11_8_6_-27,20_-66_11_8_6_-27_-41_41_-7_-12,21_-33_-4_4_0,21_-38_-11_8_-6,21_-49_-4_-2_-1,21_-60_7_7_5,21_-60_7_7_5_-27,21_-60_7_7_5_-27_-41_35_-8_-10,22_-35_-13_8_-7,22_-35_6_-10_5,23_-49_-3_12_-4,23_-54_-3_-7_0,23_-54_-3_-7_0_-24,23_-54_-3_-7_0_-24_-53_57_4_3,24_-40_-18_7_-8,24_-40_-18_7_-8_-21,24_-40_-18_7_-8_-21_-38_32_3_-4,24_-52_3_3_3,25_-39_-9_11_-6,25_-40_-5_5_1,25_-40_-5_5_1_-26,25_-40_-5_5_1_-26_-42_16_-10_-7,25_-46_-13_10_-7,25_-46_-13_10_-7_-23,25_-46_-13_10_-7_-23_-35_32_-2_-6,25_-46_0_2_2,25_-48_-2_0_0,26_-41_7_-12_6,26_-41_7_-12_6_-27,26_-41_7_-12_6_-27_-46_40_-15_8,26_-42_-16_10_-8,26_-42_-16_10_-8_-23,26_-42_-16_10_-8_-23_-35_29_-2_-5,26_-59_-5_-3_-1,26_-59_-5_-3_-1_-27,26_-59_-5_-3_-1_-27_-54_57_3_-1,27_-37_-5_2_0,27_-59_-4_14_-4,27_-59_-4_14_-4_-26,27_-59_-4_14_-4_-26_-29_43_-10_-7,29_-62_4_4_3,29_-62_4_4_3_-32,29_-62_4_4_3_-32_-49_42_-13_-5,2_-39_7_-4_3,30_-47_-11_13_-7,30_-47_-11_13_-7_-26,30_-47_-11_13_-7_-26_-29_31_-11_-5,30_-58_-2_1_0,30_-58_-2_1_0_-31,30_-58_-2_1_0_-31_-51_47_-8_-1,31_-55_0_3_2,31_-55_0_3_2_-32,31_-55_0_3_2_-32_-49_35_-13_-4,33_-45_-6_2_0,33_-45_-6_2_0_-32,33_-45_-6_2_0_-32_-49_25_-15_-2,3_-46_8_-4_4,3_-46_8_-4_4_-10,3_-46_8_-4_4_-10_-32_48_14_-5,4_-46_6_0_3,5_-39_17_-3_9,5_-55_7_0_4,5_-55_7_0_4_-13,5_-55_7_0_4_-13_-37_49_15_-10,6_-47_20_-3_11,6_-47_20_-3_11_-15,6_-47_20_-3_11_-15_-29_36_-3_-6,8_-35_13_-4_8,9_-39_5_-8_3,9_-42_16_-5_9,9_-42_16_-5_9_-17,9_-42_16_-5_9_-17_-31_32_-5_-3,9_-48_6_7_3
programs/templates/fig01_01/fig01_01.template,,1,,,,,,,,,,,,,,,1,3,1,,,,,,,4,1,,,,,,,,,,1,2,6,1,1,,,,192,2,1,,,,,,,,,,6,1,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,1,1,,,,1,1,3,,,,,,,3,1,,,,,,,1,6,,,,,,,,,,3,,,,,,,1,,,,,,,,,,,,,,,,1,192,,,,,,,1,2,,,,1
