program,0_-1_0,0_-1_-1,0_-2_-1,0_-3_-1,0_-2_0,1_-2_-1,1_-3_-1,1_-2_0,-1_-2_0,0_-3_0,1_-3_0,1_-4_-1,0_-4_0,0_-4_-1,-1_-3_0,1_-4_0,0_-3_1
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_127/Mt.stan,238.0,3.0,25.0,25.0,20.0,11.0,41.0,711.0,2.0,55.0,22.0,5.0,19.0,10.0,712.0,13.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_392/Mt.stan,238.0,3.0,24.0,31.0,21.0,13.0,42.0,711.0,2.0,53.0,22.0,6.0,20.0,12.0,712.0,14.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_567/Mt.stan,15.0,3.0,25.0,27.0,19.0,11.0,33.0,42.0,2.0,50.0,21.0,6.0,14.0,7.0,43.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_49/Mt.stan,238.0,3.0,25.0,27.0,21.0,13.0,42.0,711.0,2.0,54.0,24.0,6.0,20.0,12.0,712.0,14.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_438/Mt.stan,238.0,3.0,25.0,27.0,19.0,11.0,31.0,711.0,2.0,50.0,20.0,6.0,12.0,7.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_285/Mt.stan,119.0,3.0,25.0,36.0,18.0,10.0,33.0,354.0,2.0,51.0,20.0,7.0,10.0,4.0,355.0,12.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_422/Mt.stan,238.0,3.0,26.0,27.0,19.0,11.0,33.0,711.0,2.0,48.0,21.0,6.0,15.0,7.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_407/Mt.stan,238.0,3.0,25.0,26.0,19.0,11.0,32.0,711.0,2.0,49.0,21.0,6.0,14.0,7.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_531/Mt.stan,120.0,3.0,19.0,18.0,16.0,8.0,22.0,357.0,2.0,40.0,15.0,3.0,14.0,7.0,358.0,8.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_596/Mt.stan,238.0,3.0,25.0,27.0,18.0,11.0,32.0,711.0,2.0,49.0,22.0,6.0,14.0,7.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_147/Mt.stan,238.0,3.0,25.0,27.0,21.0,11.0,42.0,711.0,2.0,54.0,24.0,6.0,18.0,10.0,712.0,14.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_255/Mt.stan,238.0,3.0,24.0,28.0,21.0,11.0,42.0,711.0,2.0,53.0,24.0,6.0,19.0,10.0,712.0,14.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_427/Mt.stan,15.0,3.0,23.0,20.0,16.0,10.0,29.0,42.0,2.0,48.0,15.0,3.0,14.0,7.0,43.0,8.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_371/Mt.stan,238.0,3.0,25.0,27.0,18.0,11.0,31.0,711.0,2.0,48.0,19.0,3.0,9.0,5.0,712.0,13.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_18/Mt.stan,119.0,3.0,25.0,36.0,18.0,10.0,33.0,354.0,2.0,51.0,20.0,7.0,10.0,4.0,355.0,12.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_443/Mt.stan,60.0,3.0,25.0,26.0,19.0,11.0,32.0,177.0,2.0,49.0,21.0,6.0,14.0,7.0,178.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_105/Mt.stan,238.0,3.0,24.0,36.0,15.0,10.0,32.0,711.0,2.0,50.0,20.0,7.0,10.0,4.0,712.0,12.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_177/Mt.stan,238.0,3.0,25.0,27.0,18.0,11.0,33.0,711.0,2.0,48.0,20.0,3.0,11.0,5.0,712.0,13.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_144/Mt.stan,238.0,3.0,26.0,27.0,19.0,11.0,38.0,711.0,2.0,52.0,25.0,6.0,18.0,5.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_352/Mt.stan,238.0,3.0,24.0,28.0,18.0,11.0,30.0,711.0,2.0,50.0,18.0,5.0,12.0,7.0,712.0,9.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_453/Mt.stan,238.0,3.0,23.0,27.0,21.0,10.0,39.0,711.0,2.0,50.0,24.0,6.0,19.0,10.0,712.0,14.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_83/Mt.stan,238.0,3.0,23.0,25.0,18.0,9.0,30.0,711.0,2.0,45.0,19.0,5.0,14.0,7.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_347/Mt.stan,238.0,3.0,25.0,27.0,18.0,12.0,31.0,711.0,2.0,50.0,20.0,3.0,12.0,5.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_386/Mt.stan,238.0,3.0,25.0,27.0,19.0,11.0,31.0,711.0,2.0,49.0,20.0,6.0,13.0,7.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_492/Mt.stan,238.0,3.0,24.0,27.0,15.0,9.0,27.0,711.0,2.0,49.0,14.0,4.0,10.0,4.0,712.0,8.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_149/Mt.stan,238.0,3.0,25.0,27.0,18.0,11.0,33.0,711.0,2.0,48.0,20.0,3.0,11.0,5.0,712.0,13.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_501/Mt.stan,238.0,3.0,26.0,24.0,18.0,10.0,31.0,711.0,2.0,50.0,19.0,5.0,15.0,7.0,712.0,10.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_175/Mt.stan,60.0,3.0,25.0,35.0,18.0,10.0,33.0,177.0,2.0,50.0,20.0,7.0,10.0,4.0,178.0,12.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_312/Mt.stan,238.0,4.0,25.0,26.0,19.0,11.0,37.0,712.0,2.0,49.0,25.0,6.0,19.0,5.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_47/Mt.stan,238.0,3.0,25.0,27.0,19.0,11.0,32.0,711.0,2.0,50.0,21.0,7.0,14.0,7.0,712.0,9.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_295/Mt.stan,238.0,3.0,25.0,35.0,18.0,10.0,33.0,711.0,2.0,50.0,20.0,7.0,10.0,4.0,712.0,12.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_241/Mt.stan,30.0,3.0,25.0,27.0,19.0,11.0,33.0,87.0,2.0,50.0,21.0,6.0,14.0,7.0,88.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_171/Mt.stan,238.0,3.0,26.0,27.0,19.0,11.0,38.0,711.0,2.0,52.0,25.0,6.0,18.0,5.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_446/Mt.stan,238.0,3.0,25.0,27.0,21.0,11.0,42.0,711.0,2.0,54.0,24.0,6.0,18.0,10.0,712.0,14.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_562/Mt.stan,238.0,3.0,26.0,27.0,19.0,11.0,37.0,711.0,1.0,51.0,23.0,5.0,18.0,5.0,713.0,10.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_519/Mt.stan,238.0,3.0,25.0,27.0,23.0,15.0,51.0,711.0,2.0,58.0,27.0,6.0,26.0,17.0,712.0,17.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_253/Mt.stan,238.0,3.0,26.0,27.0,19.0,11.0,38.0,711.0,2.0,52.0,25.0,6.0,18.0,5.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_481/Mt.stan,238.0,3.0,26.0,27.0,19.0,11.0,38.0,711.0,2.0,52.0,25.0,6.0,18.0,5.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_280/Mt.stan,238.0,3.0,25.0,27.0,18.0,11.0,33.0,711.0,2.0,48.0,20.0,3.0,11.0,5.0,712.0,13.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_294/Mt.stan,238.0,3.0,25.0,27.0,18.0,11.0,33.0,711.0,2.0,47.0,20.0,3.0,12.0,5.0,712.0,13.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_143/Mt.stan,238.0,3.0,26.0,25.0,18.0,11.0,37.0,711.0,2.0,53.0,23.0,5.0,19.0,5.0,712.0,10.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_130/Mt.stan,238.0,3.0,24.0,28.0,19.0,11.0,32.0,711.0,1.0,48.0,19.0,5.0,15.0,7.0,713.0,10.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_121/Mt.stan,238.0,3.0,24.0,27.0,19.0,11.0,32.0,711.0,2.0,48.0,21.0,6.0,15.0,7.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_252/Mt.stan,60.0,3.0,25.0,26.0,21.0,13.0,41.0,177.0,2.0,53.0,24.0,6.0,20.0,12.0,178.0,14.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_189/Mt.stan,120.0,3.0,26.0,27.0,19.0,11.0,37.0,357.0,2.0,52.0,25.0,7.0,18.0,5.0,358.0,9.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_576/Mt.stan,238.0,3.0,25.0,27.0,16.0,11.0,37.0,711.0,2.0,51.0,25.0,6.0,18.0,5.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_44/Mt.stan,238.0,3.0,27.0,27.0,21.0,11.0,53.0,711.0,2.0,60.0,30.0,6.0,24.0,6.0,712.0,14.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_61/Mt.stan,238.0,3.0,26.0,27.0,22.0,13.0,42.0,711.0,2.0,57.0,28.0,6.0,22.0,7.0,712.0,10.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_447/Mt.stan,237.0,3.0,24.0,30.0,19.0,12.0,36.0,711.0,1.0,53.0,24.0,6.0,16.0,5.0,711.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_211/Mt.stan,237.0,3.0,26.0,26.0,18.0,10.0,38.0,711.0,1.0,51.0,23.0,5.0,18.0,5.0,711.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_435/Mt.stan,238.0,3.0,25.0,24.0,17.0,10.0,33.0,711.0,2.0,47.0,20.0,3.0,12.0,5.0,712.0,13.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_505/Mt.stan,238.0,3.0,26.0,28.0,18.0,11.0,31.0,711.0,2.0,48.0,20.0,3.0,11.0,5.0,712.0,13.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_495/Mt.stan,238.0,3.0,24.0,26.0,21.0,12.0,39.0,711.0,2.0,51.0,24.0,6.0,20.0,12.0,712.0,14.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_409/Mt.stan,238.0,3.0,25.0,36.0,18.0,10.0,33.0,711.0,2.0,51.0,20.0,7.0,10.0,4.0,712.0,12.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_535/Mt.stan,238.0,3.0,25.0,26.0,19.0,11.0,30.0,711.0,2.0,49.0,20.0,6.0,12.0,7.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_195/Mt.stan,238.0,3.0,26.0,27.0,19.0,11.0,38.0,711.0,2.0,52.0,25.0,6.0,18.0,5.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_437/Mt.stan,238.0,3.0,24.0,26.0,19.0,10.0,29.0,711.0,2.0,45.0,21.0,6.0,14.0,7.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_579/Mt.stan,15.0,3.0,26.0,27.0,19.0,11.0,38.0,42.0,2.0,52.0,25.0,6.0,18.0,5.0,43.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_571/Mt.stan,238.0,3.0,24.0,26.0,18.0,11.0,31.0,711.0,2.0,50.0,19.0,6.0,15.0,7.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_266/Mt.stan,238.0,3.0,24.0,33.0,19.0,9.0,31.0,711.0,2.0,47.0,18.0,6.0,10.0,4.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_406/Mt.stan,238.0,3.0,23.0,27.0,18.0,11.0,32.0,711.0,2.0,48.0,19.0,5.0,15.0,7.0,712.0,9.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_31/Mt.stan,238.0,3.0,25.0,27.0,23.0,11.0,51.0,711.0,2.0,58.0,27.0,6.0,22.0,13.0,712.0,17.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_226/Mt.stan,238.0,3.0,25.0,27.0,18.0,11.0,33.0,711.0,2.0,48.0,20.0,3.0,11.0,5.0,712.0,13.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_303/Mt.stan,238.0,3.0,24.0,28.0,19.0,11.0,32.0,711.0,2.0,49.0,21.0,7.0,14.0,7.0,712.0,12.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_367/Mt.stan,238.0,3.0,24.0,26.0,19.0,10.0,28.0,711.0,2.0,47.0,20.0,6.0,12.0,7.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_116/Mt.stan,238.0,3.0,26.0,27.0,24.0,12.0,54.0,711.0,2.0,61.0,30.0,6.0,23.0,9.0,712.0,15.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_198/Mt.stan,238.0,3.0,25.0,26.0,19.0,11.0,33.0,711.0,2.0,49.0,21.0,6.0,14.0,7.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_464/Mt.stan,238.0,3.0,26.0,27.0,21.0,11.0,48.0,711.0,2.0,58.0,26.0,6.0,20.0,8.0,712.0,14.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_599/Mt.stan,238.0,3.0,24.0,28.0,18.0,11.0,32.0,711.0,2.0,50.0,19.0,5.0,14.0,7.0,712.0,9.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_157/Mt.stan,238.0,3.0,19.0,20.0,15.0,9.0,24.0,711.0,2.0,43.0,13.0,2.0,14.0,7.0,712.0,6.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_102/Mt.stan,238.0,3.0,25.0,26.0,19.0,11.0,32.0,711.0,2.0,49.0,21.0,6.0,14.0,7.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_273/Mt.stan,238.0,3.0,27.0,28.0,19.0,11.0,36.0,711.0,2.0,51.0,25.0,6.0,19.0,5.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_202/Mt.stan,238.0,3.0,23.0,40.0,18.0,10.0,33.0,711.0,2.0,49.0,19.0,7.0,10.0,4.0,712.0,12.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_236/Mt.stan,238.0,3.0,25.0,27.0,19.0,11.0,30.0,711.0,2.0,50.0,20.0,7.0,12.0,7.0,712.0,9.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_586/Mt.stan,238.0,3.0,25.0,27.0,19.0,11.0,30.0,711.0,2.0,49.0,20.0,7.0,12.0,7.0,712.0,9.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_218/Mt.stan,238.0,3.0,25.0,26.0,19.0,10.0,35.0,711.0,2.0,49.0,25.0,6.0,18.0,5.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_485/Mt.stan,29.0,3.0,22.0,31.0,19.0,11.0,30.0,87.0,1.0,48.0,19.0,6.0,14.0,7.0,87.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_361/Mt.stan,238.0,3.0,25.0,27.0,21.0,11.0,42.0,711.0,2.0,54.0,24.0,6.0,18.0,10.0,712.0,14.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_106/Mt.stan,238.0,3.0,23.0,40.0,18.0,10.0,33.0,711.0,2.0,51.0,18.0,7.0,10.0,4.0,712.0,12.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_300/Mt.stan,238.0,3.0,26.0,27.0,19.0,11.0,38.0,711.0,2.0,52.0,25.0,6.0,18.0,5.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_38/Mt.stan,238.0,3.0,20.0,24.0,15.0,8.0,22.0,711.0,2.0,42.0,14.0,4.0,10.0,4.0,712.0,8.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_331/Mt.stan,238.0,3.0,20.0,18.0,15.0,9.0,23.0,711.0,2.0,40.0,14.0,2.0,11.0,5.0,712.0,8.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_307/Mt.stan,119.0,3.0,26.0,27.0,19.0,11.0,38.0,354.0,2.0,52.0,25.0,6.0,18.0,5.0,355.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_536/Mt.stan,238.0,3.0,25.0,27.0,21.0,11.0,42.0,711.0,2.0,54.0,24.0,6.0,18.0,10.0,712.0,14.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_154/Mt.stan,238.0,3.0,25.0,27.0,18.0,11.0,33.0,711.0,2.0,48.0,20.0,3.0,11.0,5.0,712.0,13.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_557/Mt.stan,238.0,3.0,20.0,19.0,15.0,9.0,23.0,711.0,2.0,41.0,14.0,2.0,11.0,5.0,712.0,8.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_600/Mt.stan,238.0,3.0,26.0,27.0,19.0,11.0,38.0,711.0,2.0,52.0,25.0,6.0,18.0,5.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_550/Mt.stan,238.0,3.0,24.0,26.0,18.0,11.0,31.0,711.0,2.0,50.0,19.0,6.0,15.0,7.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_470/Mt.stan,238.0,3.0,24.0,37.0,18.0,10.0,33.0,711.0,2.0,50.0,20.0,7.0,11.0,4.0,712.0,12.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_499/Mt.stan,238.0,3.0,24.0,27.0,16.0,10.0,32.0,711.0,2.0,51.0,15.0,4.0,14.0,7.0,712.0,8.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_592/Mt.stan,119.0,3.0,25.0,24.0,18.0,10.0,33.0,354.0,2.0,47.0,22.0,6.0,15.0,7.0,355.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_527/Mt.stan,238.0,3.0,26.0,28.0,19.0,11.0,31.0,711.0,2.0,50.0,21.0,6.0,14.0,7.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_140/Mt.stan,238.0,3.0,25.0,27.0,21.0,11.0,42.0,711.0,2.0,54.0,24.0,6.0,18.0,10.0,712.0,14.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_462/Mt.stan,238.0,3.0,26.0,26.0,19.0,11.0,37.0,711.0,2.0,51.0,25.0,6.0,18.0,5.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_553/Mt.stan,60.0,3.0,25.0,27.0,19.0,11.0,31.0,177.0,2.0,50.0,20.0,6.0,12.0,7.0,178.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_278/Mt.stan,237.0,3.0,26.0,27.0,18.0,11.0,37.0,711.0,1.0,52.0,23.0,5.0,18.0,5.0,711.0,10.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_336/Mt.stan,238.0,3.0,24.0,27.0,16.0,11.0,32.0,711.0,2.0,49.0,21.0,6.0,14.0,7.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_68/Mt.stan,238.0,3.0,24.0,26.0,21.0,13.0,42.0,711.0,2.0,52.0,24.0,6.0,21.0,12.0,712.0,14.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_74/Mt.stan,238.0,3.0,26.0,23.0,19.0,10.0,31.0,711.0,2.0,48.0,21.0,5.0,14.0,7.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_374/Mt.stan,120.0,3.0,25.0,27.0,19.0,11.0,33.0,357.0,2.0,50.0,21.0,6.0,14.0,7.0,358.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_350/Mt.stan,237.0,3.0,25.0,26.0,18.0,10.0,33.0,711.0,1.0,48.0,19.0,5.0,14.0,7.0,711.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_442/Mt.stan,238.0,3.0,25.0,27.0,21.0,11.0,40.0,711.0,2.0,54.0,23.0,7.0,17.0,10.0,712.0,12.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_101/Mt.stan,238.0,3.0,25.0,27.0,19.0,12.0,31.0,711.0,2.0,52.0,21.0,6.0,15.0,7.0,712.0,9.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_89/Mt.stan,238.0,3.0,23.0,20.0,16.0,10.0,29.0,711.0,2.0,48.0,15.0,3.0,14.0,7.0,712.0,8.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_229/Mt.stan,238.0,3.0,28.0,28.0,19.0,11.0,36.0,711.0,2.0,54.0,24.0,6.0,16.0,5.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_216/Mt.stan,238.0,3.0,25.0,26.0,18.0,11.0,33.0,711.0,2.0,47.0,20.0,3.0,11.0,5.0,712.0,13.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_86/Mt.stan,237.0,3.0,26.0,32.0,17.0,9.0,36.0,711.0,1.0,51.0,22.0,6.0,14.0,2.0,711.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_497/Mt.stan,238.0,3.0,24.0,28.0,21.0,11.0,42.0,711.0,2.0,53.0,24.0,6.0,19.0,10.0,712.0,14.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_73/Mt.stan,238.0,3.0,25.0,36.0,18.0,10.0,33.0,711.0,2.0,51.0,20.0,7.0,10.0,4.0,712.0,12.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_256/Mt.stan,238.0,3.0,24.0,28.0,19.0,12.0,31.0,711.0,2.0,51.0,21.0,7.0,14.0,7.0,712.0,10.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_262/Mt.stan,238.0,3.0,24.0,26.0,18.0,10.0,30.0,711.0,2.0,45.0,20.0,3.0,11.0,5.0,712.0,13.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_29/Mt.stan,238.0,3.0,25.0,33.0,18.0,10.0,30.0,711.0,2.0,50.0,21.0,7.0,10.0,4.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_8/Mt.stan,238.0,3.0,25.0,27.0,18.0,11.0,33.0,711.0,2.0,48.0,20.0,3.0,11.0,5.0,712.0,13.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_408/Mt.stan,238.0,4.0,25.0,27.0,19.0,11.0,32.0,712.0,2.0,49.0,21.0,6.0,14.0,7.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_19/Mt.stan,238.0,3.0,27.0,27.0,19.0,10.0,38.0,711.0,2.0,52.0,25.0,6.0,18.0,5.0,712.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_243/Mt.stan,237.0,3.0,25.0,32.0,17.0,9.0,31.0,711.0,1.0,49.0,18.0,6.0,10.0,4.0,711.0,11.0,0.0
programs/mixture_mutants_5/progs20190621-210330236060/progs20190621-210330236060_prob_rand_569/Mt.stan,60.0,3.0,23.0,20.0,15.0,10.0,27.0,177.0,2.0,46.0,14.0,2.0,11.0,5.0,178.0,8.0,0.0
