program,0_-1_0,0_-1_-1,0_-2_-1,0_-3_-1,0_-2_0,1_-2_-1,1_-3_-1,1_-2_0,-1_-2_0,0_-3_0,1_-3_0,1_-4_-1,0_-4_0,0_-4_-1,-1_-3_0,1_-4_0,0_-3_1
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_229/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,5.0,9.0,19.0,0.0,1.0,21.0,108.0,170.0,8.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_143/gauss_mix_asym_prior.stan,0.0,2.0,4.0,15.0,6.0,6.0,24.0,0.0,1.0,19.0,109.0,171.0,11.0,10.0,0.0,5.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_269/gauss_mix_asym_prior.stan,0.0,2.0,4.0,15.0,8.0,6.0,38.0,0.0,1.0,26.0,113.0,171.0,16.0,12.0,0.0,8.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_506/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,12.0,11.0,32.0,0.0,1.0,29.0,111.0,169.0,15.0,14.0,0.0,6.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_372/gauss_mix_asym_prior.stan,0.0,2.0,2.0,6.0,4.0,3.0,16.0,0.0,1.0,12.0,105.0,170.0,8.0,8.0,0.0,3.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_46/gauss_mix_asym_prior.stan,0.0,2.0,2.0,20.0,9.0,7.0,30.0,0.0,1.0,22.0,109.0,171.0,14.0,11.0,0.0,7.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_176/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,8.0,9.0,38.0,0.0,1.0,31.0,112.0,171.0,17.0,12.0,0.0,6.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_425/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,6.0,9.0,22.0,0.0,1.0,23.0,58.0,85.0,10.0,10.0,0.0,5.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_202/gauss_mix_asym_prior.stan,0.0,2.0,4.0,16.0,4.0,5.0,17.0,0.0,1.0,15.0,107.0,170.0,7.0,4.0,0.0,5.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_50/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,8.0,9.0,38.0,0.0,1.0,30.0,113.0,171.0,16.0,12.0,0.0,7.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_204/gauss_mix_asym_prior.stan,0.0,2.0,2.0,6.0,5.0,3.0,22.0,0.0,1.0,13.0,107.0,108.0,12.0,9.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_440/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,8.0,9.0,38.0,0.0,1.0,30.0,113.0,171.0,16.0,12.0,0.0,7.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_183/gauss_mix_asym_prior.stan,0.0,2.0,4.0,18.0,5.0,6.0,21.0,0.0,1.0,18.0,108.0,171.0,9.0,7.0,0.0,6.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_573/gauss_mix_asym_prior.stan,0.0,2.0,2.0,29.0,9.0,10.0,30.0,0.0,1.0,26.0,109.0,171.0,14.0,11.0,0.0,6.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_29/gauss_mix_asym_prior.stan,0.0,2.0,4.0,18.0,8.0,7.0,24.0,0.0,1.0,21.0,108.0,170.0,9.0,9.0,0.0,6.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_486/gauss_mix_asym_prior.stan,0.0,2.0,4.0,18.0,5.0,7.0,21.0,0.0,1.0,18.0,108.0,171.0,9.0,8.0,0.0,5.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_503/gauss_mix_asym_prior.stan,0.0,2.0,2.0,29.0,6.0,9.0,24.0,0.0,1.0,23.0,106.0,102.0,11.0,10.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_286/gauss_mix_asym_prior.stan,0.0,2.0,4.0,18.0,5.0,6.0,22.0,0.0,1.0,18.0,108.0,170.0,9.0,7.0,0.0,5.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_293/gauss_mix_asym_prior.stan,0.0,2.0,2.0,6.0,5.0,3.0,23.0,0.0,1.0,14.0,107.0,170.0,12.0,10.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_522/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,8.0,9.0,38.0,0.0,1.0,30.0,113.0,171.0,16.0,12.0,0.0,7.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_397/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,8.0,9.0,38.0,0.0,1.0,30.0,113.0,171.0,16.0,12.0,0.0,7.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_305/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,6.0,9.0,25.0,0.0,1.0,23.0,21.0,20.0,11.0,10.0,0.0,3.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_262/gauss_mix_asym_prior.stan,0.0,2.0,4.0,18.0,5.0,7.0,22.0,0.0,1.0,18.0,108.0,170.0,9.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_360/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,8.0,9.0,39.0,0.0,1.0,30.0,113.0,171.0,16.0,12.0,0.0,7.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_594/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,6.0,9.0,24.0,0.0,1.0,23.0,109.0,171.0,11.0,10.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_23/gauss_mix_asym_prior.stan,0.0,2.0,3.0,7.0,5.0,3.0,22.0,0.0,1.0,15.0,56.0,88.0,11.0,10.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_336/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,6.0,9.0,26.0,0.0,1.0,23.0,110.0,170.0,12.0,10.0,0.0,3.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_548/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,8.0,9.0,38.0,0.0,1.0,30.0,113.0,171.0,16.0,12.0,0.0,7.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_384/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,9.0,10.0,28.0,0.0,1.0,26.0,60.0,89.0,13.0,12.0,0.0,5.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_589/gauss_mix_asym_prior.stan,0.0,2.0,4.0,11.0,5.0,4.0,19.0,0.0,1.0,15.0,107.0,170.0,7.0,7.0,0.0,5.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_19/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,6.0,9.0,23.0,0.0,1.0,23.0,109.0,172.0,11.0,10.0,0.0,5.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_317/gauss_mix_asym_prior.stan,0.0,2.0,2.0,7.0,5.0,3.0,23.0,0.0,1.0,15.0,106.0,170.0,11.0,10.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_146/gauss_mix_asym_prior.stan,0.0,2.0,2.0,6.0,5.0,3.0,22.0,0.0,1.0,14.0,56.0,83.0,11.0,10.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_480/gauss_mix_asym_prior.stan,0.0,2.0,2.0,4.0,4.0,2.0,17.0,0.0,1.0,11.0,105.0,170.0,9.0,7.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_554/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,8.0,9.0,38.0,0.0,1.0,30.0,113.0,171.0,16.0,12.0,0.0,7.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_152/gauss_mix_asym_prior.stan,0.0,2.0,4.0,18.0,5.0,7.0,21.0,0.0,1.0,18.0,108.0,171.0,9.0,8.0,0.0,5.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_220/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,6.0,9.0,25.0,0.0,1.0,23.0,109.0,170.0,11.0,10.0,0.0,3.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_318/gauss_mix_asym_prior.stan,0.0,2.0,2.0,23.0,4.0,7.0,16.0,0.0,1.0,16.0,104.0,170.0,6.0,6.0,0.0,5.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_518/gauss_mix_asym_prior.stan,0.0,2.0,2.0,6.0,5.0,3.0,22.0,0.0,1.0,14.0,31.0,44.0,11.0,10.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_352/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,9.0,10.0,28.0,0.0,1.0,26.0,110.0,171.0,13.0,12.0,0.0,5.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_321/gauss_mix_asym_prior.stan,0.0,2.0,2.0,6.0,5.0,3.0,20.0,0.0,1.0,14.0,105.0,170.0,9.0,10.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_198/gauss_mix_asym_prior.stan,0.0,2.0,2.0,29.0,8.0,10.0,23.0,0.0,1.0,24.0,106.0,170.0,10.0,10.0,0.0,5.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_362/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,8.0,9.0,34.0,0.0,1.0,27.0,111.0,171.0,16.0,14.0,0.0,6.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_560/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,6.0,9.0,25.0,0.0,1.0,23.0,34.0,44.0,11.0,10.0,0.0,3.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_337/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,6.0,9.0,24.0,0.0,1.0,23.0,59.0,84.0,11.0,10.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_546/gauss_mix_asym_prior.stan,0.0,2.0,2.0,6.0,8.0,4.0,26.0,0.0,1.0,17.0,32.0,44.0,13.0,12.0,0.0,5.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_252/gauss_mix_asym_prior.stan,0.0,2.0,2.0,4.0,4.0,2.0,18.0,0.0,1.0,11.0,105.0,169.0,9.0,7.0,0.0,3.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_186/gauss_mix_asym_prior.stan,0.0,2.0,4.0,18.0,5.0,7.0,21.0,0.0,1.0,18.0,108.0,171.0,9.0,8.0,0.0,5.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_156/gauss_mix_asym_prior.stan,0.0,2.0,3.0,7.0,7.0,3.0,36.0,0.0,1.0,22.0,110.0,170.0,16.0,12.0,0.0,7.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_445/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,6.0,9.0,24.0,0.0,1.0,23.0,21.0,21.0,11.0,10.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_240/gauss_mix_asym_prior.stan,0.0,2.0,2.0,29.0,6.0,9.0,22.0,0.0,1.0,23.0,105.0,171.0,9.0,10.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_113/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,6.0,9.0,23.0,0.0,1.0,22.0,109.0,171.0,11.0,9.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_481/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,9.0,10.0,30.0,0.0,1.0,26.0,112.0,171.0,14.0,11.0,0.0,6.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_505/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,6.0,9.0,24.0,0.0,1.0,23.0,109.0,171.0,11.0,10.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_207/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,6.0,9.0,24.0,0.0,1.0,23.0,109.0,116.0,11.0,10.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_576/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,6.0,9.0,24.0,0.0,1.0,23.0,109.0,171.0,11.0,10.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_10/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,6.0,9.0,22.0,0.0,1.0,23.0,108.0,102.0,9.0,10.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_68/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,8.0,9.0,33.0,0.0,1.0,27.0,112.0,171.0,15.0,13.0,0.0,8.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_600/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,6.0,9.0,24.0,0.0,1.0,23.0,109.0,104.0,11.0,10.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_447/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,6.0,9.0,24.0,0.0,1.0,23.0,34.0,45.0,11.0,10.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_334/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,6.0,9.0,24.0,0.0,1.0,23.0,109.0,171.0,11.0,10.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_309/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,9.0,10.0,31.0,0.0,1.0,26.0,112.0,171.0,14.0,11.0,0.0,6.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_173/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,6.0,9.0,24.0,0.0,1.0,23.0,109.0,171.0,11.0,10.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_247/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,9.0,10.0,29.0,0.0,1.0,26.0,111.0,113.0,13.0,11.0,0.0,6.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_210/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,6.0,9.0,24.0,0.0,1.0,23.0,21.0,21.0,11.0,10.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_142/gauss_mix_asym_prior.stan,0.0,2.0,4.0,15.0,8.0,6.0,36.0,0.0,1.0,26.0,112.0,171.0,14.0,12.0,0.0,8.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_509/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,6.0,9.0,22.0,0.0,1.0,23.0,108.0,171.0,9.0,10.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_215/gauss_mix_asym_prior.stan,0.0,2.0,3.0,5.0,4.0,2.0,16.0,0.0,1.0,12.0,104.0,169.0,7.0,7.0,0.0,3.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_347/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,9.0,10.0,30.0,0.0,1.0,26.0,112.0,171.0,14.0,11.0,0.0,6.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_147/gauss_mix_asym_prior.stan,0.0,2.0,2.0,29.0,6.0,9.0,24.0,0.0,1.0,23.0,106.0,171.0,11.0,10.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_250/gauss_mix_asym_prior.stan,0.0,2.0,2.0,6.0,8.0,4.0,28.0,0.0,1.0,17.0,109.0,170.0,14.0,11.0,0.0,6.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_24/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,11.0,10.0,38.0,0.0,1.0,31.0,112.0,171.0,16.0,15.0,0.0,8.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_358/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,10.0,9.0,52.0,0.0,1.0,37.0,43.0,45.0,21.0,14.0,0.0,9.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_178/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,9.0,10.0,27.0,0.0,1.0,26.0,110.0,172.0,13.0,12.0,0.0,6.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_81/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,6.0,9.0,26.0,0.0,1.0,23.0,110.0,170.0,12.0,10.0,0.0,3.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_242/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,6.0,9.0,24.0,0.0,1.0,23.0,59.0,84.0,11.0,10.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_566/gauss_mix_asym_prior.stan,0.0,2.0,2.0,6.0,8.0,4.0,26.0,0.0,1.0,17.0,107.0,170.0,13.0,12.0,0.0,5.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_353/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,8.0,9.0,38.0,0.0,1.0,30.0,113.0,171.0,16.0,12.0,0.0,7.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_375/gauss_mix_asym_prior.stan,0.0,2.0,2.0,6.0,8.0,4.0,28.0,0.0,1.0,17.0,109.0,101.0,14.0,11.0,0.0,6.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_56/gauss_mix_asym_prior.stan,0.0,2.0,5.0,24.0,11.0,10.0,42.0,0.0,1.0,34.0,115.0,171.0,21.0,14.0,0.0,7.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_294/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,8.0,9.0,38.0,0.0,1.0,30.0,38.0,45.0,16.0,12.0,0.0,7.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_464/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,8.0,9.0,38.0,0.0,1.0,30.0,113.0,171.0,16.0,12.0,0.0,7.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_189/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,6.0,9.0,24.0,0.0,1.0,23.0,109.0,171.0,11.0,10.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_592/gauss_mix_asym_prior.stan,0.0,2.0,4.0,11.0,5.0,4.0,21.0,0.0,1.0,15.0,108.0,170.0,9.0,7.0,0.0,5.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_389/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,6.0,9.0,24.0,0.0,1.0,23.0,109.0,171.0,11.0,10.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_26/gauss_mix_asym_prior.stan,0.0,2.0,2.0,6.0,5.0,3.0,22.0,0.0,1.0,14.0,106.0,177.0,11.0,10.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_234/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,5.0,9.0,19.0,0.0,1.0,21.0,58.0,83.0,8.0,8.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_520/gauss_mix_asym_prior.stan,0.0,2.0,2.0,29.0,9.0,10.0,28.0,0.0,1.0,26.0,57.0,84.0,13.0,12.0,0.0,5.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_511/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,9.0,10.0,30.0,0.0,1.0,26.0,112.0,171.0,14.0,11.0,0.0,6.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_571/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,8.0,9.0,38.0,0.0,1.0,31.0,112.0,171.0,17.0,12.0,0.0,6.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_180/gauss_mix_asym_prior.stan,0.0,2.0,4.0,15.0,8.0,6.0,36.0,0.0,1.0,26.0,112.0,171.0,14.0,12.0,0.0,8.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_133/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,9.0,10.0,28.0,0.0,1.0,26.0,110.0,102.0,13.0,12.0,0.0,5.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_363/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,8.0,9.0,38.0,0.0,1.0,30.0,113.0,171.0,16.0,12.0,0.0,7.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_79/gauss_mix_asym_prior.stan,0.0,2.0,5.0,24.0,8.0,9.0,37.0,0.0,1.0,31.0,112.0,171.0,16.0,12.0,0.0,7.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_98/gauss_mix_asym_prior.stan,0.0,2.0,4.0,18.0,5.0,7.0,21.0,0.0,1.0,18.0,108.0,171.0,9.0,8.0,0.0,5.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_205/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,6.0,9.0,22.0,0.0,1.0,23.0,108.0,171.0,9.0,10.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_100/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,6.0,9.0,24.0,0.0,1.0,22.0,109.0,170.0,11.0,9.0,0.0,3.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_125/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,11.0,10.0,41.0,0.0,1.0,33.0,113.0,171.0,17.0,14.0,0.0,8.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_578/gauss_mix_asym_prior.stan,0.0,2.0,4.0,18.0,5.0,7.0,21.0,0.0,1.0,18.0,108.0,171.0,9.0,8.0,0.0,5.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_451/gauss_mix_asym_prior.stan,0.0,2.0,4.0,18.0,5.0,6.0,21.0,0.0,1.0,18.0,20.0,21.0,9.0,7.0,0.0,6.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_462/gauss_mix_asym_prior.stan,0.0,2.0,4.0,18.0,5.0,6.0,21.0,0.0,1.0,18.0,108.0,169.0,9.0,7.0,0.0,6.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_190/gauss_mix_asym_prior.stan,0.0,2.0,4.0,18.0,5.0,6.0,22.0,0.0,1.0,18.0,108.0,170.0,9.0,7.0,0.0,5.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_69/gauss_mix_asym_prior.stan,0.0,2.0,2.0,29.0,6.0,9.0,24.0,0.0,1.0,23.0,106.0,102.0,11.0,10.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_296/gauss_mix_asym_prior.stan,0.0,2.0,3.0,7.0,5.0,3.0,22.0,0.0,1.0,15.0,106.0,170.0,11.0,10.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_504/gauss_mix_asym_prior.stan,0.0,2.0,3.0,7.0,5.0,3.0,22.0,0.0,1.0,15.0,106.0,168.0,11.0,10.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_303/gauss_mix_asym_prior.stan,0.0,2.0,2.0,6.0,5.0,3.0,22.0,0.0,1.0,14.0,106.0,170.0,11.0,10.0,0.0,4.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_519/gauss_mix_asym_prior.stan,0.0,2.0,4.0,18.0,5.0,6.0,21.0,0.0,1.0,18.0,108.0,171.0,9.0,7.0,0.0,6.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_376/gauss_mix_asym_prior.stan,0.0,2.0,4.0,24.0,8.0,9.0,38.0,0.0,1.0,30.0,113.0,171.0,16.0,12.0,0.0,7.0,0.0
programs/mixture_mutants_5/progs20190621-210330237810/progs20190621-210330237810_prob_rand_248/gauss_mix_asym_prior.stan,0.0,2.0,4.0,15.0,6.0,6.0,22.0,0.0,1.0,19.0,108.0,171.0,9.0,10.0,0.0,5.0,0.0
